ticker,queryCount,resultsCount,adjusted,results,status,request_id,count
AAA,426,426,True,"{'v': 529, 'vw': 24.9996, 'o': 25, 'c': 25, 'h': 25.0001, 'l': 25, 't': 1644987600000, 'n': 21}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 1694, 'vw': 25.0068, 'o': 25.0001, 'c': 25.01, 'h': 25.01, 'l': 25.0001, 't': 1645074000000, 'n': 25}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 762, 'vw': 25.0067, 'o': 25.005, 'c': 25.005, 'h': 25.005, 'l': 25.005, 't': 1645160400000, 'n': 20}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 2694, 'vw': 24.9978, 'o': 24.995, 'c': 25, 'h': 25, 'l': 24.995, 't': 1645506000000, 'n': 11}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 270, 'vw': 25.0139, 'o': 25.03, 'c': 25.005, 'h': 25.03, 'l': 25, 't': 1645592400000, 'n': 7}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 5473, 'vw': 24.9971, 'o': 25, 'c': 24.9901, 'h': 25, 'l': 24.99, 't': 1645678800000, 'n': 21}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 185, 'vw': 24.9914, 'o': 24.99, 'c': 24.995, 'h': 24.995, 'l': 24.99, 't': 1645765200000, 'n': 4}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 595, 'vw': 24.888, 'o': 24.9, 'c': 24.89, 'h': 24.9, 'l': 24.8801, 't': 1646024400000, 'n': 13}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 484, 'vw': 24.977, 'o': 24.9771, 'c': 24.975, 'h': 24.9771, 'l': 24.975, 't': 1646110800000, 'n': 5}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 6291, 'vw': 24.9507, 'o': 24.9, 'c': 24.95, 'h': 24.98, 'l': 24.9, 't': 1646197200000, 'n': 39}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 1332, 'vw': 24.9538, 'o': 24.965, 'c': 24.95, 'h': 24.965, 'l': 24.95, 't': 1646283600000, 'n': 23}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 4076, 'vw': 24.8841, 'o': 24.919, 'c': 24.9, 'h': 24.919, 'l': 24.87, 't': 1646370000000, 'n': 29}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 1304, 'vw': 24.8801, 'o': 24.88, 'c': 24.894, 'h': 24.894, 'l': 24.88, 't': 1646629200000, 'n': 11}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 850, 'vw': 24.9096, 'o': 24.9, 'c': 24.9248, 'h': 24.9248, 'l': 24.9, 't': 1646715600000, 'n': 7}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 717, 'vw': 24.9059, 'o': 24.915, 'c': 24.8753, 'h': 24.915, 'l': 24.8753, 't': 1646802000000, 'n': 12}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 143, 'vw': 24.8965, 'o': 24.9, 'c': 24.89, 'h': 24.9, 'l': 24.89, 't': 1646888400000, 'n': 6}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 30, 'vw': 24.9037, 'o': 24.91, 'c': 24.91, 'h': 24.91, 'l': 24.91, 't': 1646974800000, 'n': 3}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 697, 'vw': 24.9116, 'o': 24.9, 'c': 24.8766, 'h': 24.935, 'l': 24.8766, 't': 1647230400000, 'n': 14}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 1157, 'vw': 24.8809, 'o': 24.88, 'c': 24.89, 'h': 24.89, 'l': 24.88, 't': 1647316800000, 'n': 12}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 1735, 'vw': 24.8963, 'o': 24.89, 'c': 24.8751, 'h': 24.9, 'l': 24.8751, 't': 1647403200000, 'n': 7}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 614, 'vw': 24.8856, 'o': 24.86, 'c': 24.89, 'h': 24.89, 'l': 24.86, 't': 1647489600000, 'n': 12}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 2514, 'vw': 24.8637, 'o': 24.875, 'c': 24.88, 'h': 24.88, 'l': 24.8254, 't': 1647576000000, 'n': 16}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 129, 'vw': 24.853, 'o': 24.8541, 'c': 24.865, 'h': 24.865, 'l': 24.8541, 't': 1647835200000, 'n': 6}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 56, 'vw': 24.8489, 'o': 24.84, 'c': 24.84, 'h': 24.84, 'l': 24.84, 't': 1647921600000, 'n': 2}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 682, 'vw': 24.8118, 'o': 24.83, 'c': 24.775, 'h': 24.83, 'l': 24.775, 't': 1648008000000, 'n': 9}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 1, 'vw': 24.8, 'o': 24.785, 'c': 24.785, 'h': 24.785, 'l': 24.785, 't': 1648094400000, 'n': 1}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 428, 'vw': 24.7976, 'o': 24.8, 'c': 24.785, 'h': 24.8, 'l': 24.785, 't': 1648180800000, 'n': 36}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 1112, 'vw': 24.8123, 'o': 24.82, 'c': 24.81, 'h': 24.82, 'l': 24.81, 't': 1648440000000, 'n': 13}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 62, 'vw': 24.7861, 'o': 24.785, 'c': 24.785, 'h': 24.785, 'l': 24.785, 't': 1648526400000, 'n': 15}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 267, 'vw': 24.8074, 'o': 24.82, 'c': 24.82, 'h': 24.82, 'l': 24.82, 't': 1648612800000, 'n': 4}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 101, 'vw': 24.8614, 'o': 24.86, 'c': 24.8253, 'h': 24.86, 'l': 24.8253, 't': 1648699200000, 'n': 2}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 29944, 'vw': 24.7729, 'o': 24.77, 'c': 24.775, 'h': 24.78, 'l': 24.77, 't': 1648785600000, 'n': 33}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 1331, 'vw': 24.8448, 'o': 24.85, 'c': 24.81, 'h': 24.85, 'l': 24.81, 't': 1649044800000, 'n': 15}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 4, 'vw': 24.8725, 'o': 24.865, 'c': 24.865, 'h': 24.865, 'l': 24.865, 't': 1649131200000, 'n': 4}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 211, 'vw': 24.8411, 'o': 24.83, 'c': 24.8349, 'h': 24.8349, 'l': 24.83, 't': 1649217600000, 'n': 9}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 3686, 'vw': 24.8038, 'o': 24.82, 'c': 24.835, 'h': 24.835, 'l': 24.8, 't': 1649304000000, 'n': 21}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 0, 'o': 24.855, 'c': 24.855, 'h': 24.855, 'l': 24.855, 't': 1649390400000}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 124, 'vw': 24.8725, 'o': 24.87, 'c': 24.855, 'h': 24.87, 'l': 24.855, 't': 1649649600000, 'n': 5}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 301, 'vw': 24.89, 'o': 24.89, 'c': 24.855, 'h': 24.89, 'l': 24.855, 't': 1649736000000, 'n': 2}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 337, 'vw': 24.8732, 'o': 24.875, 'c': 24.855, 'h': 24.875, 'l': 24.855, 't': 1649822400000, 'n': 6}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 494, 'vw': 24.8664, 'o': 24.8655, 'c': 24.86, 'h': 24.8655, 'l': 24.86, 't': 1649908800000, 'n': 7}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 904, 'vw': 24.8859, 'o': 24.8883, 'c': 24.8683, 'h': 24.91, 'l': 24.8611, 't': 1650254400000, 'n': 8}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 321, 'vw': 24.7805, 'o': 24.72, 'c': 24.88, 'h': 24.88, 'l': 24.72, 't': 1650340800000, 'n': 14}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 156, 'vw': 24.8957, 'o': 24.875, 'c': 24.875, 'h': 24.875, 'l': 24.875, 't': 1650427200000, 'n': 6}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 138, 'vw': 24.8308, 'o': 24.855, 'c': 24.855, 'h': 24.855, 'l': 24.855, 't': 1650513600000, 'n': 8}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 493, 'vw': 24.8487, 'o': 24.855, 'c': 24.855, 'h': 24.855, 'l': 24.855, 't': 1650600000000, 'n': 7}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 2327, 'vw': 24.7743, 'o': 24.83, 'c': 24.6, 'h': 24.8303, 'l': 24.6, 't': 1650859200000, 'n': 25}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 528, 'vw': 24.843, 'o': 24.8452, 'c': 24.855, 'h': 24.855, 'l': 24.8452, 't': 1650945600000, 'n': 6}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 903, 'vw': 24.8202, 'o': 24.82, 'c': 24.83, 'h': 24.83, 'l': 24.82, 't': 1651032000000, 'n': 15}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 246, 'vw': 24.8504, 'o': 24.8562, 'c': 24.845, 'h': 24.8562, 'l': 24.845, 't': 1651118400000, 'n': 4}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 18, 'vw': 24.8843, 'o': 24.825, 'c': 24.825, 'h': 24.825, 'l': 24.825, 't': 1651204800000, 'n': 6}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 22, 'vw': 24.9377, 'o': 24.76, 'c': 24.76, 'h': 24.76, 'l': 24.76, 't': 1651464000000, 'n': 10}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 610, 'vw': 24.7159, 'o': 24.7, 'c': 24.7, 'h': 24.73, 'l': 24.7, 't': 1651550400000, 'n': 10}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 1107, 'vw': 24.708, 'o': 24.7209, 'c': 24.73, 'h': 24.73, 'l': 24.7, 't': 1651636800000, 'n': 15}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 23, 'vw': 24.7418, 'o': 24.73, 'c': 24.73, 'h': 24.73, 'l': 24.73, 't': 1651723200000, 'n': 4}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 4, 'vw': 24.6975, 'o': 24.71, 'c': 24.71, 'h': 24.71, 'l': 24.71, 't': 1651809600000, 'n': 3}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 236, 'vw': 24.6847, 'o': 24.68, 'c': 24.68, 'h': 24.68, 'l': 24.68, 't': 1652068800000, 'n': 5}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 100, 'vw': 24.67, 'o': 24.67, 'c': 24.685, 'h': 24.685, 'l': 24.67, 't': 1652155200000, 'n': 1}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 51, 'vw': 24.6833, 'o': 24.675, 'c': 24.675, 'h': 24.675, 'l': 24.675, 't': 1652241600000, 'n': 3}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 100, 'vw': 24.63, 'o': 24.63, 'c': 24.64, 'h': 24.64, 'l': 24.63, 't': 1652328000000, 'n': 1}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 730, 'vw': 24.6089, 'o': 24.6, 'c': 24.64, 'h': 24.64, 'l': 24.6, 't': 1652414400000, 'n': 9}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 19171, 'vw': 24.5893, 'o': 24.62, 'c': 24.55, 'h': 24.62, 'l': 24.55, 't': 1652673600000, 'n': 31}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 3, 'vw': 24.55, 'o': 24.555, 'c': 24.555, 'h': 24.555, 'l': 24.555, 't': 1652760000000, 'n': 1}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 492, 'vw': 24.4634, 'o': 24.46, 'c': 24.45, 'h': 24.46, 'l': 24.45, 't': 1652846400000, 'n': 10}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 11637, 'vw': 24.44, 'o': 24.44, 'c': 24.48, 'h': 24.48, 'l': 24.44, 't': 1652932800000, 'n': 20}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 3301, 'vw': 24.4364, 'o': 24.44, 'c': 24.48, 'h': 24.48, 'l': 24.43, 't': 1653019200000, 'n': 34}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
AAA,426,426,True,"{'v': 608, 'vw': 24.474, 'o': 24.46, 'c': 24.51, 'h': 24.51, 'l': 24.46, 't': 1653278400000, 'n': 9}",OK,24fb97bf3f49d4a7771872aa194ec8a9,426
