date,open,high,low,close,volume,SMA_10,EMA_10,Bollinger_High,Bollinger_Low,Bollinger_Mid,Lowest,Highest,Stochastic,Stochastic_Signal,MAE_Upper,MAE_Lower,RVI,PVT,Chaikin_Oscillator,DPO,Williams_R,Bull_Power,Bear_Power,ROC,OBV,MFI,PPO,PPO_Signal,PPO_Histogram,CCI,Stoch_RSI,Ultimate_Oscillator,PSAR,ADL,ADX,ForceIndex,Keltner_Channel_High,Keltner_Channel_Low,Keltner_Channel_Mid,CoppockCurve,Ichimoku_a,Ichimoku_b,Ichimoku_base_line,Ichimoku_conversion_line,HMA,QStick,TRIX,Vortex_Positive,Vortex_Negative
2023-08-11,61.6,62.36,60.53,60.57,7740658,57.602999999999994,58.09338848999614,60.93961238717106,54.26638761282893,57.602999999999994,54.725,62.36,76.55533726260643,78.38840704238646,59.043074999999995,56.162924999999994,-0.562841530054646,7462165.482294264,-7769099.084970444,7.2545,-23.44466273739358,4.609941175433114,2.779941175433116,8.431793770139636,95689476,57.971813702694924,2.0211436425571003,1.705688491321095,0.3154551512360053,155.18177222855383,0.37483294483002455,39.963066624294335,55.3590288,-96114301.15056162,64.05222143068275,2412270.3215384614,61.74769576279536,52.70830423720463,57.227999999999994,5.12203365621709,57.67125,53.345,56.8,58.542500000000004,60.056428571428576,-0.432500000000001,0.004668883243694957,0.9286548620881895,0.6917226366508272
2023-08-10,63.06,64.26,61.81,62.24,8642458,58.263999999999996,58.84731785545138,62.389209220283554,54.13879077971644,58.263999999999996,54.725,64.26,78.81489250131094,83.15752382705888,59.7206,56.807399999999994,-0.33469387755102015,7978942.709592207,-9694824.22140108,8.411000000000008,-21.185107498689064,5.863865293869303,3.4138652938693,11.882078015459282,104331934,58.86433598143716,2.406350882431361,1.8459320819630578,0.5604188004683033,179.68053210032423,0.5374229653972562,32.56645966301388,55.919106496,-101723080.01586774,64.43053759907329,3499940.5292307707,62.348710974655596,53.023289025344404,57.686,6.403406601855683,58.876250000000006,54.295,58.260000000000005,59.49250000000001,61.275,-0.3175000000000008,0.0047255239874846745,0.9410956214411942,0.609758492047909
2023-08-09,63.63,64.5467,62.41,62.71,12169229,58.813,59.54962369991476,63.709802131096644,53.91619786890336,58.813,54.725,64.5467,81.29957135730066,78.88993370707267,60.283325000000005,57.342675,-0.4305705059203443,8734352.884800771,-12382973.885787264,8.335,-18.700428642699332,5.530468677539389,3.3937686775393843,9.594547361062569,116501163,60.81570586287038,2.7315687912369087,2.023171762811734,0.7083970284251748,156.7969577036467,0.973699421839007,22.325903453712765,56.7531958464,-110475106.13291736,64.83242540261354,4715326.893076924,62.67974542592281,53.35925457407718,58.019499999999994,7.186197190733125,59.14960000000001,54.43835,58.66335,59.635850000000005,62.58238095238096,-0.5225000000000009,0.004856448396267626,1.0009241603233332,0.5845375655768766
2023-08-08,62.8,63.58,62.32,62.38,11439272,59.444,60.06423757265753,64.39576018087413,54.49223981912588,59.444,54.725,64.5467,77.93966421291631,79.35137602384263,60.9301,57.9579,-0.3333333333333296,12109031.906075586,-15647048.792314067,7.424999999999997,-22.06033578708369,4.080672636094299,2.820672636094301,11.253789905475303,105061891,57.55151502983537,2.9070032796663217,2.2000277428183352,0.7069755368479864,122.31451490713357,1.0,22.02485098619667,57.688416344832,-120824923.65672684,65.1114471340366,4430900.004615385,62.80973315462668,53.70326684537333,58.2565,8.927566358278067,59.14960000000001,54.43835,58.66335,59.635850000000005,63.75595238095238,-0.8062500000000004,0.005005830403325508,1.04644176043098,0.5945153882371033
2023-08-07,64.16,65.15,63.28,64.01,16331223,60.089,60.78164892308343,65.59893002577081,54.57906997422919,60.089,54.725,65.15,89.06474820143885,82.76799459055194,61.591225,58.586774999999996,-0.08021390374331075,11866009.63209362,-16697611.562326655,8.629999999999995,-10.935251798561152,5.0033533102350205,3.133353310235016,11.20569840166783,121393114,65.766332651895,3.208648763671021,2.401833809254872,0.8068149544161489,134.77085103060801,1.0,24.675590500475028,58.51141038345216,-124405566.13266262,65.65438059156538,6619286.548461541,63.12257149689535,53.91742850310466,58.52,11.14542124248069,59.790000000000006,54.74,58.965,60.615,65.37380952380953,-0.7037499999999994,0.005208174322204504,1.055672571052119,0.5376083682060134
2023-08-04,67.68,70.3983,63.2,63.52,33475980,60.753,61.27953093706826,66.14326323826396,55.36273676173605,60.753,54.725,70.3983,56.114538737853536,74.3729837174029,62.271825,59.234175,-0.5779142297486909,16074962.568817372,-25309042.22755769,7.7520000000000095,-43.88546126214646,9.767863901134618,2.5695639011346145,11.673699015471167,87917134,54.457010838048326,3.3404337527733627,2.589614736353437,0.7508190164199258,141.9570795302264,0.9538004657554511,20.01636972146676,59.44081292976886,-154905200.717773,66.77045183932663,3864456.0976923085,63.87977292205058,53.695227077949426,58.7875,13.19991111483166,62.75415,57.36415,61.589150000000004,63.91915,67.45190476190477,-1.1425,0.005405421025771758,1.0370269008483992,0.48327886622556376
2023-08-03,73.36,73.88,71.51,73.55,13871067,62.498000000000005,63.510525312146754,71.36832906817894,53.62767093182107,62.498000000000005,54.725,73.88,98.27721221613157,81.15216638514131,64.06045,60.935550000000006,0.08016877637130738,35666263.40695844,-23346527.84642543,17.500499999999995,-1.7227877838684333,11.397737881986707,9.027737881986717,31.10516934046345,101788201,55.83671022405783,4.618440916121324,2.9954853423406362,1.622955573780688,199.64000609978217,1.0,24.67751531149594,61.19401086100584,-144896962.50258312,68.05177915655308,15495704.25615384,65.45615927594805,53.70884072405196,59.5825,19.329686612468254,64.66749999999999,59.105,63.33,66.005,70.295,-0.9024999999999999,0.005938105634503896,1.0300914518471356,0.3805827275066399
2023-08-02,77.135,77.135,73.87,74.49,10439823,64.19800000000001,65.50679343721097,75.08865164870019,53.30734835129983,64.19800000000001,54.725,77.135,88.19723337795622,80.86299477731377,65.80295000000001,62.593050000000005,-0.8101071975497733,14004492.338137321,-22480282.140098527,18.276999999999994,-11.802766622043775,12.932430573126481,9.667430573126481,29.57036006261957,112228024,62.17474095185508,5.628253163891059,3.5221482902655215,2.1061048736255374,174.1764449702921,1.0,25.293307738163527,63.2,-151371891.00947446,69.41166786019643,15170570.102307685,66.35947631215065,54.482523687849366,60.42100000000001,25.946717999776144,67.15875,60.7325,65.93,68.3875,73.3847619047619,-1.2443750000000007,0.006682029622439534,1.0783855549654806,0.3333744025491237
2023-08-01,79.88,79.9,77.78,78.76,6745084,66.23800000000001,67.91646735771806,79.62485524435581,52.85114475564421,66.23800000000001,54.725,79.9,95.47169811320755,93.98204790243177,67.89395000000002,64.58205000000001,-0.5283018867924472,10826472.331185395,-20243674.08140321,22.365000000000002,-4.5283018867924545,13.612691091078474,11.49269109107847,34.955448937628525,118973108,62.15405251085241,6.79976461150721,4.177780490098228,2.621984121408982,167.30831739773876,1.0,26.47021225151578,65.98700000000001,-151880953.95287067,70.78940576646308,17900836.837692305,67.65355249654311,55.288447503456894,61.471000000000004,33.28341689816419,68.76375,62.115,67.3125,70.215,76.57928571428572,-1.2556249999999993,0.007660666383297225,1.077580280860257,0.2814180496906608
2023-07-31,79.38,81.47,79.16,80.53,7815048,68.276,70.20983692904205,83.60760627954926,52.944393720450734,68.276,56.08,81.47,96.29775502166208,93.32222883760862,69.9829,66.56909999999999,0.4978354978354998,6920714.205180294,-17025227.793258756,23.92450000000001,-3.7022449783379194,13.143740033900215,10.833740033900213,33.88196176226102,126788156,67.55827248037974,7.777712658158009,4.897862639045348,2.879850019112661,148.48183372803507,1.0,29.06174778630785,68.76960000000001,-150426204.75806546,72.1259177273818,19576598.760769226,68.84842487171595,56.55957512828404,62.70399999999999,40.485965143738454,69.86875,62.9,68.0975,71.64,79.39,-1.0093749999999986,0.008784459023347964,1.1276826146879304,0.24086237448316608
