date,open,high,low,close,volume,SMA_10,EMA_10,Bollinger_High,Bollinger_Low,Bollinger_Mid,Lowest,Highest,Stochastic,Stochastic_Signal,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Signal,ATR,RSI,CCI,Williams_R,ROC,MFI,Standard_Deviation,Historical_Volatility,Chandelier_Exit_Long,Keltner_Channel_High,Keltner_Channel_Low,Keltner_Channel_Mid,MAE_Upper,MAE_Lower,ADX,Ichimoku_Conversion_Line,Ichimoku_Base_Line,Ichimoku_Leading_Span_A,Ichimoku_Leading_Span_B,Ichimoku_Lagging_Span,Cumulative_Volume_Price,Cumulative_Volume,VWAP,ADL,CMF,Volume_Oscillator,Awesome_Oscillator,trix,trix_signal,Pivot_Point,R1,S1,R2,S2,R3,S3
2023-11-22,242.04,244.01,231.4,234.21,118117078,,234.21,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,254.85,27939413630.12,118117078,236.54,-65474890.97700228,,,,,,,,,,,,
2023-11-21,235.04,243.62,233.34,241.2,122288000,,235.48090909090908,,,,,,,,0.5576068376068406,0.11152136752136813,0.4460854700854725,0.0892170940170945,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,253.92,57213530323.45334,240405078,237.98802753847545,-762175.0236952528,,,,0.0058291036890034675,0.0058291036890034675,236.54,241.67999999999998,229.07,249.14999999999998,223.93,254.28999999999996,216.46
2023-11-20,234.04,237.1,231.02,235.6,116562402,,235.50256198347105,,,,,,,,0.5414001509728052,0.19749712421165555,0.3439030267611497,0.14015428056590556,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,251.12,84555961501.93333,356967480,236.87301011826997,58285883.884199336,,,,0.010630823187396388,0.0067894475886820516,239.38666666666668,245.43333333333337,235.15333333333336,249.66666666666669,229.10666666666668,255.71333333333337,224.87333333333336
2023-11-17,232.0,237.39,226.54,234.3,142766234,,235.28391435011267,,,,,,,,0.41882909847066685,0.24176351906345783,0.17706557940720902,0.14753654033416624,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,258.87,117783850690.54001,499733714,235.69322499330116,119734576.30631977,,,,0.013432507394317561,0.008118059549809153,234.57333333333335,238.1266666666667,232.0466666666667,240.65333333333334,228.49333333333337,244.20666666666668,225.96666666666673
2023-11-16,239.49,240.88,230.96,233.59,136816819,,234.97592992281943,,,,,,,,0.26138648926277597,0.24568811310332148,0.01569837615945449,0.1211689074992239,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,262.99,149955413566.26334,636550533,235.57503417605864,55463772.21962619,,,,0.014155769288182185,0.00932560149748376,232.74333333333334,238.9466666666667,228.0966666666667,243.59333333333333,221.89333333333335,249.79666666666668,217.2466666666667
2023-11-15,239.29,246.7,236.45,242.84,150353975,,236.40576084594315,,,,,,,,0.8729469921424595,0.37113988891114913,0.5018071032313104,0.19729654664564122,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,263.62,186340574336.34668,786904508,236.80201656227732,92575533.85377297,,,,0.02113882137200207,0.011688245472387422,235.14333333333335,239.32666666666668,229.4066666666667,245.06333333333333,225.22333333333336,249.24666666666667,219.4866666666667
2023-11-14,235.03,238.135,230.72,237.41,149771642,,236.58834978304438,,,,,,,,0.9089793292460229,0.4787077769781239,0.430271552267899,0.2438915477700928,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,259.67,221600063915.39,936676150,236.58130284985907,213059396.90569496,,,,0.027444228732331766,0.014839442124376292,241.99666666666667,247.54333333333335,237.29333333333335,252.24666666666667,231.74666666666667,257.79333333333335,227.04333333333335
2023-11-13,215.6,225.4,211.6101,223.71,140447569,,234.24683164067267,,,,,,,,-0.1660264388836481,0.34976093380576956,-0.5157873726894177,0.09195576367819072,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,260.53,252532241193.53564,1077123719,234.45054336746588,319082293.9921931,,,,0.02155486403501161,0.016182526506503356,235.42166666666665,240.1233333333333,232.70833333333331,242.83666666666664,228.00666666666666,247.5383333333333,225.29333333333332
2023-11-10,210.03,215.38,205.69,214.65,131310128,,230.68377134236854,,,,,,,,-1.7291104288555061,-0.06601333872648557,-1.6630970901290205,-0.25905480708325157,,0.0,0.0,,,0.0,,,,,,,,,0.0,226.195,,,,260.05,280357732717.589,1208433847,232.0008938955092,430607820.662988,,,,0.0001689708868601869,0.012979815382574722,220.24003333333334,228.8699666666667,215.08006666666668,234.02993333333336,206.45013333333333,242.65986666666672,201.29016666666666
2023-11-09,219.75,220.8,206.68,209.98,142110454,230.74899999999997,226.91944928011972,252.8201263368632,208.67787366313672,230.74899999999997,,,,,-3.30657953292058,-0.7141265775653044,-2.5924529553552755,-0.7257344367376564,,0.0,0.0,,,0.0,,,,,,,236.51772499999996,224.98027499999998,0.0,226.195,,,,261.16,310554309386.53564,1350544301,229.94751757242477,354922932.9802681,,,,-0.03456803272947617,0.0034702457601645444,211.90666666666667,218.12333333333333,208.43333333333334,221.59666666666666,202.21666666666667,227.81333333333333,198.74333333333334
2023-11-08,223.15,224.15,217.64,222.11,106584841,229.539,226.04500395646158,252.08836007961202,206.98963992038796,229.539,,,,,-3.537171229462473,-1.278735507944738,-2.258435721517735,-1.0322746936936722,,0.0,0.0,,-5.166303744502794,0.0,,,,,,,235.27747499999998,223.800525,0.0,226.195,,,,246.53,334141534699.83563,1457129142,229.31497632475163,394708057.9618354,,,,-0.06661138304651093,-0.01054608000117055,212.48666666666668,218.29333333333335,204.17333333333335,226.60666666666668,198.36666666666667,232.41333333333336,190.05333333333334
2023-11-07,219.98,223.12,215.72,222.18,116900130,227.63700000000003,225.34227596437765,248.9918392642043,206.28216073579577,227.63700000000003,,,,,-3.6719405503490066,-1.7573765164255917,-1.914564033923415,-1.2087325617396207,,0.0,0.0,,-7.885572139303474,0.0,,,,,,,233.32792500000002,221.94607500000004,0.0,226.195,,,,251.6,359899309344.03564,1574029272,228.64842207587336,481909236.0158895,,,,-0.09532090479360544,-0.02750104495965753,221.29999999999998,224.95999999999998,218.44999999999996,227.81,214.78999999999996,231.47,211.93999999999994
2023-11-06,223.98,226.32,215.0,219.27,117335820,226.004,224.23822578903625,247.14896041876432,204.85903958123566,226.004,,,,,-3.967820325398577,-2.1994652782201887,-1.7683550471783884,-1.3206570588273743,,0.0,0.0,,-6.931239388794561,0.0,,,,,,,231.6541,220.35389999999998,0.0,226.195,,,,250.22,385736265788.6356,1691365092,228.06209470275363,453093548.7720735,,,,-0.12284218723999096,-0.04656927341572421,220.34,224.96,217.56,227.74,212.94,232.36,210.16
2023-11-03,221.15,226.3701,218.4,219.96,119534790,224.57000000000002,223.46036655466602,245.15196405701954,203.9880359429805,224.57000000000002,205.69,246.7,34.7963911241161,,-4.09937490328187,-2.579447203232525,-1.5199277000493447,-1.3605111870717685,12.704999999999998,40.17376913529168,0.0,-65.2036088758839,-6.120358514724713,36.81932596312516,,,,,,,230.18425000000002,218.95575000000002,0.0,226.195,,,,246.38,412222390092.0286,1810899882,227.63400350811256,380352217.4237843,0.2100349230812885,,,-0.14761386982959923,-0.06677819269849922,220.1966666666667,225.39333333333337,214.07333333333338,231.51666666666668,208.8766666666667,236.71333333333337,202.7533333333334
2023-11-02,212.97,219.2,211.45,218.51,125987621,223.06199999999998,222.56029990836308,242.90316215234265,203.22083784765732,223.06199999999998,205.69,246.7,31.26066812972445,,-4.271397721813969,-2.917837306948814,-1.353560414865155,-1.359121032630446,12.412142857142857,39.38615467820443,0.0,-68.73933187027556,-6.455755811464538,34.38029756180015,,,,,,,228.63854999999998,217.48545,0.0,221.9125,,,,240.5,439484431441.48193,1936887503,226.90240437855823,483905913.6521715,0.3020616549937432,,,-0.1704466030589158,-0.08751187477058253,221.5767,224.75339999999997,216.78329999999997,229.5468,213.6066,232.72349999999997,208.81319999999997
