date,open,high,low,close,volume,SMA_10,EMA_10,Bollinger_High,Bollinger_Low,Bollinger_Mid,Stochastic,Stochastic_Signal,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Signal,ATR,RSI,CCI,Williams_R,ROC,MFI,Standard_Deviation,Historical_Volatility,Chandelier_Exit_Long,Keltner_Channel_High,Keltner_Channel_Low,Keltner_Channel_Mid,MAE_Upper,MAE_Lower,ADX,Ichimoku_Conversion_Line,Ichimoku_Base_Line,Ichimoku_Leading_Span_A,Ichimoku_Leading_Span_B,Ichimoku_Lagging_Span,PSAR,ZigZag,OBV,VWAP,ADL,CMF,Volume_Oscillator,Awesome_Oscillator,TRIX,TRIX_signal,Pivot_Point,R1,S1,R2,S2,R3,S3,Fib_0%,Fib_23%,Fib_38%,Fib_50%,Fib_61%,Fib_100%
2024-04-10,173.04,174.93,170.01,171.76,84532407.0,,171.76,171.76,171.76,171.76,35.5691056910568,35.5691056910568,0.0,0.0,0.0,0.0,,0.0,0.0,-64.43089430894321,0.0,0.0,0.0,,,,,,,,0.0,,,,,188.14,171.76,,0.0,,-24397564.621951412,,0.0,,,,,,,,,,,174.93,173.76888,173.05056,172.47,171.88944,170.01
2024-04-09,172.91,179.22,171.92,176.88,102327658.0,,172.69090909090906,181.56077343935024,167.07922656064974,174.32,74.59283387622149,55.08096978363915,0.4084330484330394,0.08168660968660789,0.3267464387464315,0.0653492877492863,,100.0,0.0,-25.407166123778516,0.0,0.0,0.0,,,,,,,,0.0,,,,,202.64,170.01,,102327658.0,,12328252.35887051,,1419564.1823361814,,0.005822077317185759,0.005822077317185759,172.23333333333335,174.4566666666667,169.5366666666667,177.15333333333336,167.31333333333333,179.37666666666672,164.61666666666667,179.22,177.04644,175.70177999999999,174.615,173.52822,170.01
2024-04-08,169.34,174.5,167.79,172.98,104039371.0,,172.74347107438012,179.2220278781109,168.52463878855576,173.87333333333333,45.40682414698158,51.85625457141995,0.41266483226598893,0.14788225420248413,0.2647825780635048,0.10523594581213,,56.76274944567626,0.0,-54.59317585301842,0.0,0.0,0.0,,,,,,,,0.0,,,,,201.88,179.22,,-1711713.0,,69232051.40059902,,2652127.8786697984,,0.010847535949243259,0.006827169043597259,176.00666666666666,180.09333333333333,172.79333333333332,183.30666666666667,168.70666666666665,187.39333333333335,165.4933333333333,179.22,176.52252,174.85374,173.505,172.15626,167.79
2024-04-05,169.08,170.86,160.51,164.9,136439809.0,,171.31738542449284,181.60963259176742,161.65036740823257,171.63,23.46338856226624,47.82101552848977,-0.23328080526965778,0.07164964230805576,-0.30493044757771354,0.02320266713416129,,29.9415204678363,0.0,-76.53661143773377,0.0,0.0,0.0,,,,,,,,0.0,,,,,202.04,178.8516,,-138151522.0,,48535384.7213721,,6172238.3315959275,,0.005914904057480186,0.006644716046373844,171.75666666666666,175.72333333333333,169.01333333333332,178.46666666666667,165.04666666666665,182.43333333333334,162.3033333333333,179.22,174.80444,172.07278,169.865,167.65722,160.51
2024-04-04,170.07,177.19,168.01,171.11,122061224.0,,171.27967898367595,180.18112102746116,162.87087897253886,171.526,56.654195617317036,41.84146944218828,-0.24132048362073988,0.009055617122296633,-0.2503761007430365,-0.031513086441278274,,48.60574860574865,0.0,-43.34580438268296,0.0,0.0,0.0,,,,,,,,0.0,,,,,199.73,178.117936,,-16090298.0,,8912024.425076343,,7712811.098628104,,0.0015738512243235192,0.0056305430819637795,165.42333333333332,170.33666666666664,159.98666666666662,175.77333333333334,155.0733333333333,180.68666666666667,149.6366666666666,179.22,174.80444,172.07278,169.865,167.65722,160.51
2024-04-03,164.02,168.82,163.28,168.38,82223543.0,,170.7524646230076,179.1580817288534,162.84525160447993,171.00166666666667,42.06306787814004,40.726884019241105,-0.4626470637120974,-0.08528491904458219,-0.3773621446675152,-0.10068289808652567,,43.50998463901691,0.0,-57.93693212185997,0.0,0.0,0.0,,,,,,,,0.0,,,,,199.4,177.41361855999997,168.38,-98313841.0,,78074788.03157458,,5653982.604438171,,-0.00529141414715717,0.0034461516361395895,172.10333333333332,176.19666666666666,167.01666666666665,181.28333333333333,162.92333333333332,185.37666666666667,157.83666666666664,179.22,174.80444,172.07278,169.865,167.65722,160.51
2024-04-02,164.75,167.69,163.43,166.63,115344925.0,,170.00292560064258,178.52331344448604,162.23097226979965,170.37714285714284,32.70978086584715,43.809014787101404,-0.7703798878438874,-0.22230391280444325,-0.5480759750394442,-0.19016151347710938,,40.77006117308385,0.0,-67.29021913415285,0.0,0.0,0.0,,,,,,,,0.0,,,,,191.97,176.73747381759998,166.63,-213658766.0,,136018013.26631612,,6618669.013782948,,-0.015532926960426519,-0.000349664083173632,166.82666666666668,170.37333333333336,164.83333333333337,172.36666666666667,161.2866666666667,175.91333333333336,159.29333333333338,179.22,174.80444,172.07278,169.865,167.65722,160.51
2024-04-01,176.17,176.75,170.21,175.22,80751684.0,,170.95148458234394,179.2654170155033,162.6995829844967,170.9825,78.62105825761626,51.13130233386781,-0.31745968010847037,-0.2413350662652487,-0.07612461384322167,-0.16735413355033185,,54.75536008796043,0.0,-21.37894174238374,0.0,0.0,0.0,,,,,,,,0.0,,,,,197.41,160.51,175.22,-132907082.0,,178986799.24796742,,4539476.246018514,,-0.017801885232637815,-0.0038401083130664686,165.91666666666666,168.4033333333333,164.14333333333332,170.17666666666665,161.65666666666667,172.6633333333333,159.88333333333333,179.22,174.80444,172.07278,169.865,167.65722,160.51
2024-03-28,177.45,179.57,175.3,175.79,77654838.0,,171.8312146582814,179.90134912934826,163.1319842039851,171.51666666666668,80.16789087093389,63.83290999813243,0.08648019410139796,-0.1757720141919194,0.26225220829331736,-0.081432865181602,,55.453315290933695,0.0,-19.83210912906611,0.0,0.0,0.0,,,,,,,,0.0,170.04,,,,194.77,160.8842,175.79,-55252244.0,,119154383.08403237,,2611705.2941117138,,-0.013947130445657319,-0.005861512739584639,174.06000000000003,177.91000000000005,171.37000000000006,180.60000000000002,167.52000000000004,184.45000000000005,164.83000000000007,179.57,175.07183999999998,172.28907999999998,170.04,167.79092,160.51
2024-03-27,181.41,181.91,176.0,179.83,81804043.0,172.348,173.2855392658666,181.84200184912092,162.8539981508791,172.348,90.28037383177578,83.02310765344197,0.7242509765267755,0.00423258395181958,0.7200183925749559,0.07885738636970958,,59.8438643571603,0.0,-9.719626168224222,0.0,0.0,0.0,,,,,,176.6567,168.0393,0.0,171.20999999999998,,,,193.76,161.257916,179.83,26551799.0,,143377238.4562832,,1402571.1261606514,,-0.0015301148587831825,-0.004995233163424349,176.88666666666666,178.4733333333333,174.20333333333332,181.15666666666664,172.61666666666667,182.74333333333328,169.93333333333334,181.91,176.8596,173.7352,171.20999999999998,168.6848,160.51
