,v,vw,o,c,h,l,t,n
365,57245803.0,308.9903,309.32,310.89,310.99,306.95,1679630400000,534641
366,50092407.0,309.9189,311.6,308.76,312.7,307.89,1679889600000,413268
367,48494217.0,306.3187,308.17,307.12,308.2,304.774,1679976000000,406190
368,53274266.0,311.518,310.88,312.72,313.35,310.05,1680062400000,425433
369,58344808.0,315.042,315.24,315.68,316.32,312.8088,1680148800000,417479
370,62138097.0,318.8275,315.91,320.93,321.17,315.6,1680235200000,467251
371,46936839.0,318.9984,318.77,320.15,320.42,317.4201,1680494400000,404722
372,45690384.0,319.5372,320.6,319.07,321.63,317.8251,1680580800000,375123
373,62795706.0,315.8998,318.1,315.92,319.06,314.07,1680667200000,487241
374,46916496.0,316.3593,314.24,318.05,318.55,312.82,1680753600000,398985
375,45076856.0,315.9484,315.07,317.87,317.92,313.25,1681099200000,351388
376,40081194.0,316.3587,317.83,315.83,317.89,315.31,1681185600000,317065
377,62703305.0,315.283,317.82,313.04,318.42,312.565,1681272000000,465538
378,54239292.0,317.5568,314.83,319.17,319.65,313.63,1681358400000,419225
379,56257284.0,318.0057,317.59,318.57,320.36,315.61,1681444800000,420382
380,42982423.0,317.7305,318.15,318.84,319.1999,316.04,1681704000000,317539
381,46743440.0,319.0245,320.99,318.86,321.42,317.64,1681790400000,350463
382,38947027.0,318.182,316.41,318.71,319.79,316.28,1681876800000,319451
383,62433942.0,317.0893,315.69,316.28,319.27,314.97,1681963200000,440536
384,57992285.0,316.0509,315.91,316.61,317.4,314.1,1682049600000,400024
385,44042663.0,315.6504,316.38,315.95,317.7391,313.74,1682308800000,327211
386,56984444.0,312.3823,314.29,309.99,314.97,309.89,1682395200000,421033
387,55399746.0,312.7696,313.44,311.87,314.935,311.34,1682481600000,403345
388,65399942.0,318.1679,315.7,320.35,320.86,315.05,1682568000000,453019
389,58050135.0,320.9724,320.11,322.56,322.65,318.96,1682654400000,439841
390,41013386.0,322.3282,322.09,322.19,323.63,321.09,1682913600000,331245
391,56187357.0,319.7067,322.12,319.38,322.45,317.61,1683000000000,441950
392,59840070.0,319.6046,319.75,317.29,322.47,317.18,1683086400000,540972
393,50095020.0,316.6049,317.06,316.17,318.23,315.115,1683172800000,429206
394,51739298.0,321.3204,318.47,322.89,323.76,316.2116,1683259200000,390304
395,36411796.0,322.8017,322.42,323.69,324.04,321.315,1683518400000,285989
396,31766800.0,321.949,322.0,321.64,322.88,321.32,1683604800000,257774
397,60194223.0,324.181,324.12,325.14,326.01,321.6,1683691200000,465004
398,44107548.0,325.6376,325.7,326.2,326.75,324.12,1683777600000,358968
399,48384836.0,324.7528,326.74,325.03,327.17,322.94,1683864000000,330152
400,33327559.0,325.8473,325.51,326.79,327.03,323.96,1684123200000,270953
401,38522551.0,327.7951,326.06,327.16,328.9025,326.02,1684209600000,326796
402,47140724.0,329.6883,328.24,331.12,331.71,327.04,1684296000000,380542
403,64142716.0,334.9682,331.52,337.27,337.49,331.5,1684382400000,544825
404,61460726.0,336.6895,337.49,336.51,338.205,335.43,1684468800000,436573
405,42796348.0,337.5849,336.25,337.64,338.67,336.24,1684728000000,343117
406,48166163.0,335.1362,335.89,333.36,337.06,333.0,1684814400000,408673
407,61646669.0,331.4148,331.37,331.65,332.905,329.56,1684900800000,452449
408,66810973.0,338.8616,339.14,339.72,341.01,336.665,1684987200000,542024
409,63006952.0,346.2968,340.76,348.4,349.245,340.66,1685073600000,500053
410,72236456.0,350.9753,352.71,349.98,353.93,348.53,1685419200000,585164
411,65030878.0,348.2711,348.37,347.99,350.6,346.51,1685505600000,453944
412,50420601.0,350.4186,347.73,352.01,353.36,346.66,1685592000000,440711
413,53249013.0,354.3015,353.8,354.65,355.83,352.01,1685678400000,426534
414,47186938.0,355.6475,354.43,354.9,357.495,353.85,1685937600000,395694
415,41390400.0,354.5439,354.28,354.84,355.82,352.93,1686024000000,318956
416,69191286.0,351.478,355.13,348.82,357.12,348.18,1686110400000,536662
417,46937922.0,351.7474,349.12,353.15,353.62,348.89,1686196800000,381271
418,53184317.0,355.0926,354.63,354.5,357.66,353.03,1686283200000,404271
419,44708146.0,358.0497,356.19,360.49,360.59,355.2,1686542400000,354220
420,56978304.0,362.4934,363.29,363.26,364.11,360.03,1686628800000,476822
421,69202642.0,364.0918,363.27,365.9,366.19,360.42,1686715200000,568697
422,71066623.0,368.5423,364.61,370.26,371.77,363.98,1686801600000,537752
423,80826171.0,370.3423,372.72,367.93,372.85,367.48,1686888000000,476030
424,49064522.0,366.3332,365.95,366.9,368.32,363.8899,1687233600000,376357
425,53378256.0,363.4194,365.74,361.9,366.18,360.96,1687320000000,395814
426,47577843.0,364.1298,360.63,366.17,366.33,360.22,1687406400000,350882
427,48787911.0,362.9095,362.21,362.54,364.88,360.8227,1687492800000,365030
428,52429478.0,360.4049,362.0,357.68,364.84,357.59,1687752000000,396729
429,49443443.0,361.6788,359.25,363.83,364.57,358.51,1687838400000,356109
430,46444381.0,364.1363,361.98,364.54,366.52,361.9038,1687924800000,357575
431,46150967.0,363.6124,364.24,363.81,364.89,362.14,1688011200000,353319
432,58687301.0,369.2266,367.55,369.42,370.49,367.23,1688097600000,396772
433,19397112.0,369.8282,370.07,370.29,370.93,368.97,1688356800000,188173
434,34420383.0,370.5324,368.695,370.28,372.01,368.66,1688529600000,287223
435,49269728.0,366.5849,366.51,367.46,367.91,364.52,1688616000000,373695
436,47014874.0,368.0359,367.23,366.24,370.48,366.01,1688702400000,341167
437,48384050.0,365.6747,365.96,366.36,367.05,363.41,1688961600000,339138
438,37897346.0,366.8232,366.79,368.17,368.632,364.62,1689048000000,289592
439,61677696.0,372.3956,372.34,372.82,374.19,370.3,1689134400000,428004
440,46925087.0,377.5863,376.05,379.15,379.99,375.46,1689220800000,359092
441,54909500.0,380.3758,379.585,379.07,382.86,378.18,1689307200000,407762
442,40598915.0,381.2464,379.8,382.61,383.5,379.31,1689566400000,327150
443,55271538.0,383.6862,381.96,385.74,387.13,380.0,1689652800000,415022
444,53887408.0,386.0956,386.82,385.65,387.98,384.3,1689739200000,404776
445,71920374.0,379.7529,382.61,376.76,384.095,375.72,1689825600000,513216
446,60494143.0,377.0664,379.18,375.63,379.92,375.191,1689912000000,432373
447,40527829.0,376.0333,376.62,376.23,377.58,374.34,1690171200000,312302
448,38894384.0,378.6661,376.95,378.78,380.47,376.93,1690257600000,302149
449,46745210.0,377.0833,377.72,377.52,379.24,375.18,1690344000000,417505
450,63825525.0,380.1639,383.07,376.62,384.71,375.31,1690430400000,516178
451,56900126.0,382.4413,380.74,383.48,384.52,380.22,1690516800000,411206
452,43998405.0,383.4619,383.79,383.68,384.88,382.34,1690776000000,333146
453,41246957.0,382.6427,382.31,382.79,383.56,380.69,1690862400000,323352
454,72627107.0,376.0892,379.26,374.39,379.26,373.13,1690948800000,527067
455,47808781.0,373.9927,371.94,373.79,375.95,371.77,1691035200000,375833
456,61668279.0,374.5714,375.75,372.04,378.1,371.53,1691121600000,457614
