,v,vw,o,c,h,l,t,n
292,45291254.0,280.4653,280.47,280.53,282.57,278.7801,1670389200000,293190
293,42348513.0,283.1223,281.91,283.85,284.84,279.79,1670475600000,282914
294,47848487.0,283.7959,282.81,282.04,285.64,281.59,1670562000000,308035
295,35625918.0,283.0671,282.22,285.58,285.64,281.16,1670821200000,254243
296,80364725.0,290.9318,296.65,288.65,296.875,285.91,1670907600000,555897
297,64701532.0,287.7488,288.05,286.51,291.41,283.19,1670994000000,490980
298,60525219.0,278.4212,282.33,276.89,283.01,275.67,1671080400000,461414
299,68122651.0,274.6265,276.2,274.25,277.77,272.61,1671166800000,380497
300,44137220.0,270.6839,273.87,269.75,273.96,268.49,1671426000000,306291
301,50379074.0,269.5214,268.56,269.54,271.32,266.95,1671512400000,261386
302,46393994.0,272.776,270.6,273.45,274.78,269.74,1671598800000,262099
303,59564677.0,266.0191,270.38,266.76,270.5149,262.455,1671685200000,415769
304,38532634.0,266.3223,265.47,267.36,268.04,263.53,1671771600000,257759
305,36374805.0,264.6232,266.74,263.58,266.85,263.03,1672117200000,278819
306,46828043.0,261.8952,263.17,260.1,265.47,259.73,1672203600000,317267
307,44803567.0,265.6424,262.96,266.44,267.405,262.25,1672290000000,261240
308,37181777.0,264.3922,263.62,266.28,266.41,262.29,1672376400000,270651
309,42044125.0,264.8934,268.65,264.48,270.155,262.13,1672722000000,357067
310,47692111.0,265.3002,266.64,265.74,267.45,262.53,1672808400000,346692
311,44613044.0,262.653,264.04,261.58,264.21,261.26,1672894800000,296073
312,54244039.0,265.7906,263.35,268.8,269.94,260.34,1672981200000,371092
313,45568676.0,272.6793,270.83,270.54,275.29,269.92,1673240400000,330892
314,35224888.0,271.2016,269.49,272.83,272.94,268.97,1673326800000,280293
315,44000036.0,275.5083,273.92,277.55,277.66,273.12,1673413200000,302815
316,60479953.0,277.7749,278.12,279.05,280.1,273.74,1673499600000,425585
317,44482936.0,279.0246,276.5,280.97,281.219,276.16,1673586000000,305926
318,36264738.0,281.2797,280.77,281.54,282.85,279.581,1673931600000,264393
319,47739549.0,280.5047,283.11,277.88,284.69,277.67,1674018000000,331927
320,44150436.0,275.6573,276.22,275.15,277.375,273.89,1674104400000,297577
321,59456406.0,279.6007,276.79,282.68,283.02,275.71,1674190800000,328856
322,52694905.0,287.6203,283.54,288.96,290.21,282.73,1674450000000,346605
323,44782566.0,288.441,287.31,288.37,289.55,286.78,1674536400000,276580
324,50740022.0,284.973,283.77,287.73,288.36,281.18,1674622800000,368199
325,51578585.0,291.1498,291.22,293.34,293.52,288.519,1674709200000,335981
326,56061439.0,295.5394,292.0,296.26,298.26,291.88,1674795600000,353740
327,48990333.0,291.9078,292.93,290.27,294.38,289.89,1675054800000,335765
328,46553106.0,292.6347,290.31,294.62,294.72,290.2,1675141200000,284927
329,67561373.0,297.2277,294.41,300.92,303.43,292.3,1675227600000,520594
330,82677628.0,309.3617,307.57,311.72,313.68,306.73,1675314000000,565642
331,76001004.0,308.3953,304.94,306.18,312.39,304.54,1675400400000,543845
332,40360448.0,304.0705,303.51,303.59,305.91,302.22,1675659600000,312176
333,67232681.0,306.0603,303.46,309.88,311.03,302.32,1675746000000,478275
334,56720860.0,306.5197,308.54,304.37,309.5,303.67,1675832400000,353363
335,49121118.0,304.5126,308.84,301.68,308.99,300.2,1675918800000,366838
336,50010104.0,299.4663,299.48,299.7,301.57,297.25,1676005200000,359287
337,39311470.0,303.4376,301.13,304.5,305.1,299.93,1676264400000,280021
338,64072457.0,304.7448,302.89,306.75,307.72,300.91,1676350800000,478453
339,43197298.0,307.0001,304.9,309.1,309.27,304.2,1676437200000,310911
340,58691130.0,306.0127,304.38,303.3,308.43,303.15,1676523600000,427603
341,58086629.0,300.2762,301.07,301.16,301.93,298.1,1676610000000,366633
342,46526708.0,295.9518,297.26,294.03,298.73,293.89,1676955600000,315144
343,51381737.0,294.3958,294.62,294.25,296.3599,292.56,1677042000000,337224
344,69195443.0,295.6512,297.97,296.82,298.13,292.55,1677128400000,500578
345,73810458.0,291.5889,291.76,291.85,292.97,290.05,1677214800000,526990
346,48444309.0,294.4443,295.07,293.94,296.49,293.34,1677474000000,366103
347,48173241.0,294.424,293.3,293.56,296.124,292.96,1677560400000,390564
348,58189072.0,291.8088,293.26,291.2,293.93,290.2,1677646800000,472978
349,53718707.0,291.1586,288.66,293.61,294.43,288.37,1677733200000,443698
350,60216540.0,297.6849,295.39,299.68,299.92,294.87,1677819600000,438513
351,56584494.0,301.5598,300.94,300.02,304.0,299.82,1678078800000,397995
352,65925756.0,297.8667,300.07,296.34,301.01,295.72,1678165200000,545929
353,50838415.0,296.861,296.77,297.82,298.43,294.88,1678251600000,447833
354,71426691.0,296.3817,298.33,292.66,300.98,291.8299,1678338000000,518180
355,98581561.0,290.3287,292.83,288.55,294.35,287.38,1678424400000,829376
356,97006853.0,291.0219,286.73,290.69,294.47,285.19,1678680000000,1053844
357,73423745.0,295.6373,294.31,297.37,297.93,293.45,1678766400000,617321
358,83417735.0,296.216,294.71,298.93,299.27,293.24,1678852800000,888940
359,98326674.0,303.9093,298.0,306.81,307.18,297.19,1678939200000,759585
360,89794032.0,305.6978,306.72,305.36,309.15,303.37,1679025600000,617991
361,56301543.0,304.5576,304.26,305.97,306.3,302.01,1679284800000,509509
362,49729248.0,308.5115,307.94,310.34,310.8,306.395,1679371200000,417375
363,75676164.0,310.9257,310.27,306.12,315.25,305.95,1679457600000,765213
364,74460981.0,310.3895,309.92,309.75,314.15,307.01,1679544000000,615157
