,v,vw,o,c,h,l,t,n
340,56309473.0,99.233,99.21,98.15,100.63,98.1,1676523600000,441738
341,60029405.0,96.6185,97.8,97.2,97.94,95.65,1676610000000,485368
342,56580360.0,94.7843,95.335,94.58,95.605,94.27,1676955600000,487312
343,59484094.0,95.9192,95.1,95.79,97.01,94.8,1677042000000,443044
344,48466994.0,95.2741,96.12,95.82,96.43,93.67,1677128400000,433360
345,57053812.0,93.1529,93.53,93.5,94.14,92.3186,1677214800000,486809
346,47470321.0,93.812,94.28,93.76,94.78,93.14,1677474000000,409004
347,43959290.0,93.9332,93.14,94.23,94.69,92.92,1677560400000,369518
348,52299524.0,92.56,93.87,92.17,94.68,91.59,1677646800000,449825
349,55563270.0,91.3175,91.41,92.13,92.23,90.39,1677733200000,456728
350,55741309.0,94.263,92.74,94.9,94.94,92.66,1677819600000,433448
351,52112355.0,94.9337,95.19,93.75,96.545,93.74,1678078800000,424111
352,49090268.0,93.8849,94.06,93.55,95.09,92.78,1678165200000,380920
353,44899128.0,93.3325,93.6,93.92,94.165,92.18,1678251600000,351441
354,56218705.0,94.1054,93.68,92.25,96.21,92.18,1678338000000,452985
355,69827490.0,91.6025,92.67,90.73,93.57,90.245,1678424400000,594321
356,72397053.0,91.9457,89.97,92.43,94.02,88.12,1678680000000,607384
