,v,vw,o,c,h,l,t,n
154,137392625.0,136.397,139.09,137.59,140.7,132.61,1653019200000,1133362
155,117726265.0,141.4344,137.79,143.11,143.26,137.65,1653278400000,851032
156,104132746.0,139.4136,140.805,140.36,141.97,137.33,1653364800000,812515
157,92482696.0,140.0769,138.43,140.52,141.785,138.34,1653451200000,688316
158,90601098.0,142.3902,137.39,143.78,144.34,137.14,1653537600000,670652
159,91425110.0,148.1995,145.39,149.64,149.68,145.26,1653624000000,686376
160,103718416.0,149.0998,149.07,148.84,150.66,146.84,1653969600000,706652
161,74286635.0,149.3747,149.9,148.71,151.74,147.68,1654056000000,629251
162,72348055.0,149.5215,147.83,151.21,151.27,146.86,1654142400000,574552
163,88570289.0,145.8127,146.9,145.38,147.97,144.46,1654228800000,761195
164,71598380.0,146.6167,147.03,146.14,148.5689,144.9,1654488000000,605199
165,67808150.0,147.5529,144.345,148.71,149.0,144.1,1654574400000,527360
166,53950201.0,148.6118,148.58,147.96,149.8697,147.46,1654660800000,430174
167,69472976.0,145.3266,147.08,142.64,147.95,142.53,1654747200000,558178
168,91566637.0,138.1785,140.28,137.13,140.76,137.06,1654833600000,826197
169,122128099.0,133.128,132.87,131.88,135.2,131.44,1655092800000,1019929
170,84784326.0,132.5738,133.13,132.76,133.89,131.48,1655179200000,674981
171,91532972.0,134.625,134.29,135.43,137.34,132.16,1655265600000,733275
172,107961508.0,130.4622,132.08,130.06,132.39,129.04,1655352000000,909222
173,134520290.0,131.491,130.065,131.56,133.079,129.81,1655438400000,744035
174,81000488.0,135.8508,133.42,135.87,137.06,133.32,1655784000000,604547
175,73409234.0,135.8581,134.79,135.35,137.76,133.91,1655870400000,530526
176,72433768.0,137.2859,136.82,138.27,138.59,135.63,1655956800000,554898
177,88401837.0,140.8332,139.9,141.66,141.91,139.77,1656043200000,542278
178,70207908.0,142.0413,142.695,141.66,143.49,140.965,1656302400000,516175
179,67315328.0,139.3752,142.13,137.44,143.422,137.325,1656388800000,546240
180,66242411.0,139.2737,137.46,139.23,140.67,136.67,1656475200000,572553
181,98964467.0,136.476,137.25,136.72,138.37,133.7737,1656561600000,710706
182,71051552.0,137.4774,136.04,138.93,139.04,135.66,1656648000000,558680
183,73429641.0,139.7669,137.77,141.56,141.61,136.93,1656993600000,601960
184,74064254.0,142.5582,141.355,142.92,144.12,141.08,1657080000000,585624
185,66253709.0,145.6754,143.29,146.35,146.55,143.28,1657166400000,539961
186,64543598.0,146.6409,145.265,147.04,147.55,145.0,1657252800000,520274
187,63305113.0,145.1524,145.67,144.87,146.64,143.78,1657512000000,496267
188,77588759.0,146.7948,145.76,145.86,148.45,145.05,1657598400000,579531
189,71185560.0,145.1932,142.99,145.49,146.45,142.1201,1657684800000,559357
190,78140744.0,146.591,144.08,148.47,148.95,143.25,1657771200000,614951
191,76259931.0,149.5097,149.78,150.17,150.86,148.2,1657857600000,550061
192,81380868.0,149.0297,150.74,147.07,151.57,146.7,1658116800000,620449
193,82969067.0,149.7493,147.92,151.0,151.23,146.91,1658203200000,576469
194,64823413.0,152.6255,151.12,153.04,153.72,150.37,1658289600000,523491
195,65064436.0,154.3545,154.5,155.35,155.57,151.94,1658376000000,522802
196,66675373.0,154.6233,155.39,154.09,156.28,153.41,1658462400000,527310
197,53580745.0,153.3004,154.01,152.95,155.04,152.28,1658721600000,487391
198,55099091.0,151.6799,152.265,151.6,153.085,150.8,1658808000000,472001
199,78620688.0,155.2412,152.58,156.79,157.33,152.16,1658894400000,579181
200,81378731.0,157.4654,156.98,157.35,157.64,154.41,1658980800000,738631
201,101763760.0,162.249,161.24,162.51,163.63,159.5,1659067200000,773742
202,67778379.0,162.1045,161.01,161.51,163.59,160.89,1659326400000,594290
203,59907025.0,160.6921,160.1,160.01,162.41,159.63,1659412800000,543549
204,82507488.0,164.9105,160.84,166.13,166.59,160.75,1659499200000,682781
205,55474144.0,165.5946,166.005,165.81,167.19,164.43,1659585600000,525012
206,56696985.0,164.7432,163.21,165.35,165.85,163.0,1659672000000,491310
207,60362338.0,165.8939,166.37,164.87,167.81,164.2,1659931200000,540017
208,63075503.0,164.8395,164.02,164.92,165.82,163.25,1660017600000,480552
209,70170540.0,168.3496,167.68,169.24,169.34,166.9,1660104000000,559789
210,57142109.0,169.3737,170.06,168.49,170.99,168.19,1660190400000,507914
211,68039382.0,171.0754,169.82,172.1,172.17,169.4,1660276800000,557624
212,54091694.0,172.6254,171.52,173.19,173.39,171.345,1660536000000,501625
213,56377050.0,172.7427,172.78,173.03,173.71,171.6618,1660622400000,515134
214,79542037.0,174.3135,172.77,174.55,176.15,172.57,1660708800000,686577
215,62290075.0,174.1366,173.75,174.15,174.9,173.12,1660795200000,545655
216,70336995.0,172.2302,173.03,171.52,173.74,171.3101,1660881600000,573126
217,68975809.0,168.2677,169.69,167.57,169.86,167.135,1661140800000,620800
218,54147079.0,167.6231,167.08,167.23,168.71,166.65,1661227200000,494686
219,53841524.0,167.3144,167.32,167.53,168.11,166.245,1661313600000,476970
220,51218209.0,169.3503,168.78,170.03,170.14,168.35,1661400000000,465398
221,78960980.0,165.9997,170.57,163.62,171.05,163.56,1661486400000,722008
222,73313953.0,161.5291,161.145,161.38,162.9,159.82,1661745600000,640593
223,77906197.0,159.2926,162.13,158.91,162.56,157.72,1661832000000,644671
224,87991091.0,158.3972,160.305,157.22,160.58,157.14,1661918400000,606827
225,74229896.0,156.5232,156.64,157.96,158.42,154.67,1662004800000,654667
226,76807768.0,157.6597,159.75,155.81,160.362,154.965,1662091200000,646414
227,73714843.0,155.012,156.47,154.53,157.09,153.69,1662436800000,687436
228,87293824.0,155.306,154.825,155.96,156.67,153.61,1662523200000,696954
229,84909447.0,154.3949,154.64,154.46,156.36,152.68,1662609600000,697264
230,68081006.0,156.6625,155.47,157.37,157.82,154.75,1662696000000,532851
231,104955962.0,162.4763,159.59,163.43,164.26,159.3,1662955200000,801512
232,122651554.0,156.1544,159.9,153.84,160.54,153.37,1663041600000,1018108
233,87935409.0,155.2607,154.785,155.31,157.1,153.6106,1663128000000,716065
234,90481110.0,153.0058,154.65,152.37,155.24,151.38,1663214400000,741143
235,160940131.0,150.2326,151.21,150.7,151.35,148.37,1663300800000,850351
236,81474246.0,152.5543,149.31,154.48,154.56,149.1,1663560000000,671956
237,107639796.0,156.1314,153.4,156.9,158.08,153.08,1663646400000,792170
238,101696790.0,156.2959,157.34,153.72,158.74,153.6,1663732800000,785023
239,86652542.0,152.5709,152.38,152.74,154.47,150.91,1663819200000,686879
240,96029909.0,150.0222,151.19,150.43,151.47,148.56,1663905600000,766882
241,93339409.0,151.5222,149.66,150.77,153.7701,149.64,1664164800000,747666
242,84282741.0,152.1335,152.74,151.76,154.72,149.945,1664251200000,683776
243,146661387.0,147.5981,147.64,149.84,150.6414,144.84,1664337600000,1142717
244,128138237.0,142.9002,146.1,142.48,146.72,140.68,1664424000000,1067281
245,124910274.0,140.3818,141.28,138.2,143.1,138.0,1664510400000,947003
246,114311663.0,141.2135,138.21,142.45,143.07,137.685,1664769600000,838786
247,87780064.0,145.4907,145.03,146.1,146.22,144.26,1664856000000,687504
248,79269968.0,145.2495,144.075,146.4,147.38,143.01,1664942400000,605861
249,68308669.0,146.0741,145.81,145.43,147.54,145.22,1665028800000,538671
250,85925559.0,140.7932,142.54,140.09,143.1,139.445,1665115200000,666459
251,74899002.0,140.1978,140.42,140.42,141.89,138.5729,1665374400000,620863
252,77001872.0,139.5393,139.9,138.98,141.35,138.22,1665460800000,608882
253,69933744.0,139.0968,139.13,138.34,140.36,138.16,1665547200000,553185
254,113223975.0,139.7607,134.99,142.99,143.59,134.37,1665633600000,874139
255,88597969.0,139.9229,144.31,138.38,144.52,138.19,1665720000000,689680
256,85250639.0,141.9529,141.065,142.41,142.9,140.27,1665979200000,634583
257,99130632.0,144.0619,145.49,143.75,146.7,140.61,1666065600000,785416
258,61757790.0,143.4441,141.69,143.86,144.9492,141.5,1666152000000,511348
259,64521989.0,144.2072,143.02,143.39,145.89,142.65,1666238400000,517760
260,86548459.0,145.5191,142.87,147.27,147.8479,142.649,1666324800000,621571
261,75981918.0,148.3743,147.185,149.45,150.23,146.0,1666584000000,653020
262,74682290.0,151.4347,150.09,152.34,152.49,149.36,1666670400000,581421
263,87883672.0,150.0488,150.96,149.35,151.99,148.04,1666756800000,694793
264,109161970.0,145.3119,148.07,144.8,149.046,144.13,1666843200000,944053
265,164762371.0,154.5822,148.2,155.74,157.5,147.82,1666929600000,1228075
266,97932271.0,153.2791,153.155,153.34,154.24,151.92,1667188800000,726843
267,80379345.0,150.9807,155.08,150.65,155.45,149.13,1667275200000,650595
268,93604623.0,148.2186,148.945,145.03,152.17,145.0,1667361600000,788400
269,97917166.0,140.1145,142.06,138.88,142.8,138.75,1667448000000,871800
270,140494796.0,137.3583,142.09,138.38,142.67,134.38,1667534400000,1161631
271,83364228.0,137.4671,137.11,138.92,139.145,135.671,1667797200000,715005
272,89908477.0,139.5702,140.41,139.5,141.43,137.49,1667883600000,637312
273,74903262.0,135.9897,138.5,134.87,138.55,134.5933,1667970000000,632982
274,118854028.0,144.1322,141.24,146.87,146.87,139.5,1668056400000,875048
275,93966273.0,148.1929,145.82,149.7,150.01,144.37,1668142800000,742241
276,73374114.0,148.7236,148.97,148.28,150.28,147.43,1668402000000,576289
277,89868332.0,151.2356,152.215,150.04,153.59,148.5613,1668488400000,703669
278,64218266.0,148.6596,149.13,148.79,149.87,147.29,1668574800000,472247
279,80389400.0,149.706,146.43,150.72,151.48,146.15,1668661200000,563714
280,74829573.0,151.1944,152.305,151.29,152.7,149.97,1668747600000,514103
281,58724070.0,148.4817,150.16,148.01,150.37,147.715,1669006800000,504777
282,51804132.0,149.1957,148.13,150.18,150.42,146.925,1669093200000,405185
283,58283895.0,150.7871,149.45,151.07,151.83,149.34,1669179600000,444423
284,35195860.0,148.1668,148.305,148.11,148.88,147.12,1669352400000,319570
285,69346522.0,144.782,145.14,144.22,146.64,143.38,1669611600000,614357
286,83736803.0,142.0517,144.29,141.17,144.81,140.355,1669698000000,713280
287,111314880.0,145.1721,141.395,148.03,148.72,140.55,1669784400000,707647
288,71250416.0,148.105,148.21,148.31,149.13,146.61,1669870800000,525985
289,65438446.0,146.8594,145.96,147.81,148.0,145.65,1669957200000,464550
