date,open,high,low,close,volume
2023-12-15,251.2100,254.1300,248.3000,253.5000,135338265
2023-12-14,241.2200,253.8800,240.7900,251.0500,160829239
2023-12-13,234.1900,240.3000,228.2000,239.2900,146286348
2023-12-12,238.5500,238.9900,233.8700,237.0100,95328313
2023-12-11,242.7400,243.4410,237.4500,239.7400,97913888
2023-12-08,240.2700,245.2700,239.2701,243.8400,103126829
2023-12-07,241.5500,244.0800,236.9800,242.6400,107142262
2023-12-06,242.9200,246.5700,239.1709,239.3700,125905295
2023-12-05,233.8700,246.6600,233.7000,238.7200,137971115
2023-12-04,235.7500,239.3733,233.2902,235.5800,104099817
2023-12-01,233.1400,240.1900,231.9000,238.8300,121331709
2023-11-30,245.1400,245.2200,236.9100,240.0800,132353196
2023-11-29,249.2100,252.7500,242.7600,244.1400,135401335
2023-11-28,236.6800,247.0000,234.0100,246.7200,148549913
2023-11-27,236.8900,238.3300,232.1000,236.0800,112031763
2023-11-24,233.7500,238.7500,232.3300,235.4500,65125203
2023-11-22,242.0400,244.0100,231.4000,234.2100,118117078
2023-11-21,235.0400,243.6200,233.3400,241.2000,122288000
2023-11-20,234.0400,237.1000,231.0200,235.6000,116562402
2023-11-17,232.0000,237.3900,226.5400,234.3000,142766234
2023-11-16,239.4900,240.8800,230.9600,233.5900,136816819
2023-11-15,239.2900,246.7000,236.4500,242.8400,150353975
2023-11-14,235.0300,238.1350,230.7200,237.4100,149771642
2023-11-13,215.6000,225.4000,211.6101,223.7100,140447569
2023-11-10,210.0300,215.3800,205.6900,214.6500,131310128
2023-11-09,219.7500,220.8000,206.6800,209.9800,142110454
2023-11-08,223.1500,224.1500,217.6400,222.1100,106584841
2023-11-07,219.9800,223.1200,215.7200,222.1800,116900130
2023-11-06,223.9800,226.3200,215.0000,219.2700,117335820
2023-11-03,221.1500,226.3701,218.4000,219.9600,119534790
2023-11-02,212.9700,219.2000,211.4500,218.5100,125987621
2023-11-01,204.0400,205.9900,197.8500,205.6600,121661656
2023-10-31,196.1200,202.8000,194.0700,200.8400,118068273
2023-10-30,209.2800,210.8800,194.6700,197.3600,136448167
2023-10-27,210.6000,212.4100,205.7700,207.3000,94881173
2023-10-26,211.3200,214.8000,204.8800,205.7600,115112635
2023-10-25,215.8800,220.1000,212.2000,212.4200,107065087
2023-10-24,216.5000,222.0500,214.1100,216.5200,118231113
2023-10-23,210.0000,216.9800,202.5100,212.0800,150683368
2023-10-20,217.0100,218.8606,210.4200,211.9900,138010095
2023-10-19,225.9500,230.6100,216.7800,220.1100,170772713
2023-10-18,252.7000,254.6300,242.0800,242.6800,125147846
2023-10-17,250.1000,257.1830,247.0800,254.8500,93562909
2023-10-16,250.0500,255.3999,248.4800,253.9200,88917176
2023-10-13,258.9000,259.6000,250.2200,251.1200,102296786
2023-10-12,262.9200,265.4100,256.6307,258.8700,111508114
2023-10-11,266.2000,268.6000,260.9000,262.9900,103706266
2023-10-10,257.7500,268.9400,257.6500,263.6200,122656030
2023-10-09,255.3100,261.3600,252.0500,259.6700,101377947
2023-10-06,253.9800,261.6500,250.6500,260.5300,118121812
2023-10-05,260.0000,263.6000,256.2500,260.0500,119159214
2023-10-04,248.1400,261.8600,247.6000,261.1600,129721567
2023-10-03,248.6100,250.0200,244.4500,246.5300,101985305
2023-10-02,244.8100,254.2799,242.6200,251.6000,123810402
2023-09-29,250.0000,254.7700,246.3500,250.2200,128522729
2023-09-28,240.0200,247.5500,238.6500,246.3800,117058870
2023-09-27,244.2620,245.3300,234.5800,240.5000,136597184
2023-09-26,242.9800,249.5500,241.6601,244.1200,101993631
2023-09-25,243.3800,247.1000,238.3100,246.9900,104636557
2023-09-22,257.4000,257.7888,244.4800,244.8800,127524083
2023-09-21,257.8500,260.8600,254.2100,255.7000,119951516
2023-09-20,267.0400,273.9300,262.4606,262.5900,122514643
2023-09-19,264.3500,267.8500,261.2000,266.5000,103704040
2023-09-18,271.1600,271.4400,263.7601,265.2800,101543305
2023-09-15,277.5500,278.9800,271.0000,274.3900,133692313
2023-09-14,271.3200,276.7094,270.4200,276.0400,107709842
2023-09-13,270.0700,274.9800,268.1000,271.3000,111673737
2023-09-12,270.7600,278.3900,266.6000,267.4800,135999866
2023-09-11,264.2700,274.8500,260.6100,273.5800,174667852
2023-09-08,251.2200,256.5200,246.6700,248.5000,118559635
2023-09-07,245.0700,252.8100,243.2650,251.4900,115312886
2023-09-06,255.1350,255.3900,245.0600,251.9200,116959759
2023-09-05,245.0000,258.0000,244.8600,256.4900,129469565
2023-09-01,257.2600,259.0794,242.0100,245.0100,132541640
2023-08-31,255.9800,261.1800,255.0500,258.0800,108861698
2023-08-30,254.2000,260.5100,250.5900,256.9000,121988437
2023-08-29,238.5800,257.4800,237.7700,257.1800,134047603
2023-08-28,242.5800,244.3800,235.3500,238.8200,107673727
2023-08-25,231.3100,239.0000,230.3500,238.5900,106612231
2023-08-24,238.6600,238.9200,228.1801,230.0400,99777432
2023-08-23,229.3400,238.9800,229.2900,236.8600,101077635
2023-08-22,240.2500,240.8200,229.5500,233.1900,130597886
2023-08-21,221.5512,232.1343,220.5800,231.2800,135702671
2023-08-18,214.1200,217.5800,212.3600,215.4900,136276584
2023-08-17,226.0600,226.7400,218.8300,219.2200,120718417
2023-08-16,228.0200,233.9700,225.3800,225.6000,112484520
2023-08-15,238.7300,240.5000,232.6100,232.9600,88197599
2023-08-14,235.7000,240.6600,233.7500,239.7600,98595331
2023-08-11,241.7700,243.7900,238.0200,242.6500,99038642
2023-08-10,245.4000,251.8000,243.0000,245.3400,109498608
2023-08-09,250.8700,251.1000,241.9000,242.1900,101596324
2023-08-08,247.4500,250.9200,245.0100,249.7000,96642183
2023-08-07,251.4500,253.6511,242.7600,251.4500,111097943
2023-08-04,260.9700,264.7700,253.1100,253.8600,99539907
