date,open,high,low,close,volume,symbol
2022-10-10,233.0500,234.5590,226.7300,229.2500,29743608,MSFT
2022-10-11,227.6200,229.0600,224.1100,225.4100,30473954,MSFT
2022-10-12,225.4000,227.8600,223.9600,225.7500,21903937,MSFT
2022-10-13,219.8500,236.1000,219.1300,234.2400,42551818,MSFT
2022-10-14,235.5400,237.2400,228.3400,228.5600,30198588,MSFT
2022-10-17,235.8200,238.9600,235.1350,237.5300,28142268,MSFT
2022-10-18,243.2400,243.9300,235.3700,238.5000,26329591,MSFT
2022-10-19,237.0400,239.6100,234.2900,236.4800,19985698,MSFT
2022-10-20,235.7700,241.3100,234.8700,236.1500,21811015,MSFT
2022-10-21,234.7400,243.0000,234.5000,242.1200,26299733,MSFT
2022-10-24,243.7600,247.8400,241.2950,247.2500,24911212,MSFT
2022-10-25,247.2600,251.0400,245.8300,250.6600,34775505,MSFT
2022-10-26,231.1700,238.3000,230.0600,231.3200,82684846,MSFT
2022-10-27,231.0400,233.6900,225.7800,226.7500,40424645,MSFT
2022-10-28,226.2400,236.6000,226.0500,235.8700,40647724,MSFT
2022-10-31,233.7600,234.9200,231.1500,232.1300,28357265,MSFT
2022-11-01,234.6000,235.7400,227.3250,228.1700,30592271,MSFT
2022-11-02,229.4600,231.3000,220.0400,220.1000,38407008,MSFT
2022-11-03,220.0900,220.4100,213.9800,214.2500,36633922,MSFT
2022-11-04,217.5500,221.5900,213.4310,221.3900,36789063,MSFT
2022-11-07,221.9900,228.4100,221.2800,227.8700,33497979,MSFT
2022-11-08,228.7000,231.6500,225.8400,228.8700,28192548,MSFT
2022-11-09,227.3700,228.6327,224.3300,224.5100,27852910,MSFT
2022-11-10,235.4300,243.3300,235.0000,242.9800,46268021,MSFT
2022-11-11,242.9900,247.9900,241.9300,247.1100,34620246,MSFT
2022-11-14,241.9850,243.9100,239.2100,241.5500,31123340,MSFT
2022-11-15,245.6600,247.0000,240.0300,241.9700,31390117,MSFT
2022-11-16,242.7900,243.8000,240.4200,241.7300,24093272,MSFT
2022-11-17,237.7800,243.2500,237.6300,241.6800,23123544,MSFT
2022-11-18,243.5100,243.7400,239.0300,241.2200,27613523,MSFT
2022-11-21,241.4300,244.6700,241.1900,242.0500,26394700,MSFT
2022-11-22,243.5900,245.3100,240.7100,245.0300,19665699,MSFT
2022-11-23,245.1050,248.2800,244.2700,247.5800,19508462,MSFT
2022-11-25,247.3100,248.7000,246.7300,247.4900,9200772,MSFT
2022-11-28,246.0800,246.6500,240.8000,241.7600,24810271,MSFT
2022-11-29,241.4000,242.7900,238.2100,240.3300,17956313,MSFT
2022-11-30,240.5700,255.3300,239.8600,255.1400,47594239,MSFT
2022-12-01,253.8700,256.1200,250.9156,254.6900,26041524,MSFT
2022-12-02,249.8200,256.0600,249.6900,255.0200,21528520,MSFT
2022-12-05,252.0100,253.8190,248.0600,250.2000,23435294,MSFT
2022-12-06,250.8200,251.8600,243.7800,245.1200,22463727,MSFT
2022-12-07,244.8300,246.1600,242.2050,244.3700,20481522,MSFT
2022-12-08,244.8400,248.7400,243.0600,247.4000,22611757,MSFT
2022-12-09,244.6950,248.3100,244.1600,245.4200,20609743,MSFT
2022-12-12,247.4450,252.5400,247.1700,252.5100,30665069,MSFT
2022-12-13,261.6900,263.9150,253.0700,256.9200,42196884,MSFT
2022-12-14,257.1300,262.5880,254.3100,257.2200,35410933,MSFT
2022-12-15,253.7200,254.2000,247.3400,249.0100,35568093,MSFT
2022-12-16,248.5500,249.8400,243.5100,244.6900,86101994,MSFT
2022-12-19,244.8600,245.2100,238.7100,240.4500,29696436,MSFT
2022-12-20,239.4000,242.9100,238.4200,241.8000,25150802,MSFT
2022-12-21,241.6900,245.6150,240.1100,244.4300,23690607,MSFT
2022-12-22,241.2550,241.9900,233.8700,238.1900,28651664,MSFT
2022-12-23,236.1100,238.8700,233.9428,238.7300,21206982,MSFT
2022-12-27,238.7000,238.9300,235.8300,236.9600,16688648,MSFT
2022-12-28,236.8900,239.7200,234.1700,234.5300,17457104,MSFT
2022-12-29,235.6500,241.9200,235.6500,241.0100,19770693,MSFT
2022-12-30,238.2100,239.9600,236.6600,239.8200,21938472,MSFT
