date,open,high,low,close,volume,symbol
2022-04-18,163.9200,166.5984,163.5700,165.0700,69023941,AAPL
2022-04-19,165.0200,167.8200,163.9100,167.4000,67723833,AAPL
2022-04-20,168.7600,168.8800,166.1000,167.2300,67718110,AAPL
2022-04-21,168.9100,171.5300,165.9100,166.4200,87227768,AAPL
2022-04-22,166.4600,167.8699,161.5000,161.7900,84882424,AAPL
2022-04-25,161.1200,163.1700,158.4600,162.8800,96046376,AAPL
2022-04-26,162.2500,162.3400,156.7200,156.8000,94008394,AAPL
2022-04-27,155.9100,159.7900,155.3800,156.5700,88063191,AAPL
2022-04-28,159.2500,164.5150,158.9300,163.6400,130216792,AAPL
2022-04-29,161.8400,166.2000,157.2500,157.6500,131747571,AAPL
2022-05-02,156.7100,158.2300,153.2700,157.9600,123055265,AAPL
2022-05-03,158.1500,160.7100,156.3200,159.4800,88966526,AAPL
2022-05-04,159.6700,166.4800,159.2600,166.0200,107521649,AAPL
2022-05-05,163.8500,164.0800,154.9500,156.7700,130525275,AAPL
2022-05-06,156.0100,159.4400,154.1800,157.2800,116124647,AAPL
2022-05-09,154.9250,155.8300,151.4900,152.0600,131577921,AAPL
2022-05-10,155.5200,156.7400,152.9300,154.5100,115366736,AAPL
2022-05-11,153.5000,155.4500,145.8100,146.5000,142689825,AAPL
2022-05-12,142.7700,146.2000,138.8000,142.5600,182602041,AAPL
2022-05-13,144.5900,148.1050,143.1100,147.1100,113990852,AAPL
2022-05-16,145.5500,147.5199,144.1800,145.5400,86643781,AAPL
2022-05-17,148.8600,149.7700,146.6800,149.2400,78336254,AAPL
2022-05-18,146.8500,147.3601,139.9000,140.8200,109742890,AAPL
2022-05-19,139.8800,141.6600,136.6000,137.3500,136095640,AAPL
2022-05-20,139.0900,140.7000,132.6100,137.5900,137426125,AAPL
2022-05-23,137.7900,143.2600,137.6500,143.1100,117726265,AAPL
2022-05-24,140.8050,141.9700,137.3300,140.3600,104132746,AAPL
2022-05-25,138.4300,141.7850,138.3400,140.5200,92482696,AAPL
2022-05-26,137.3900,144.3400,137.1400,143.7800,90601548,AAPL
2022-05-27,145.3900,149.6800,145.2600,149.6400,90978503,AAPL
2022-05-31,149.0700,150.6600,146.8400,148.8400,103718416,AAPL
2022-06-01,149.9000,151.7400,147.6800,148.7100,74286635,AAPL
2022-06-02,147.8300,151.2700,146.8600,151.2100,72348055,AAPL
2022-06-03,146.9000,147.9700,144.4600,145.3800,88570289,AAPL
2022-06-06,147.0300,148.5689,144.9000,146.1400,71598380,AAPL
2022-06-07,144.3450,149.0000,144.1000,148.7100,67808150,AAPL
2022-06-08,148.5800,149.8697,147.4600,147.9600,53950201,AAPL
2022-06-09,147.0800,147.9500,142.5300,142.6400,69472976,AAPL
2022-06-10,140.2800,140.7600,137.0600,137.1300,91566637,AAPL
2022-06-13,132.8700,135.2000,131.4400,131.8800,122207099,AAPL
2022-06-14,133.1300,133.8900,131.4800,132.7600,84784326,AAPL
2022-06-15,134.2900,137.3400,132.1600,135.4300,91532972,AAPL
2022-06-16,132.0800,132.3900,129.0400,130.0600,107961508,AAPL
2022-06-17,130.0650,133.0790,129.8100,131.5600,134520290,AAPL
2022-06-21,133.4200,137.0600,133.3200,135.8700,81000488,AAPL
2022-06-22,134.7900,137.7600,133.9100,135.3500,73409234,AAPL
2022-06-23,136.8200,138.5900,135.6300,138.2700,72433768,AAPL
2022-06-24,139.9000,141.9100,139.7700,141.6600,89116837,AAPL
2022-06-27,142.6950,143.4900,140.9650,141.6600,70207908,AAPL
2022-06-28,142.1300,143.4220,137.3250,137.4400,67315328,AAPL
2022-06-29,137.4600,140.6700,136.6700,139.2300,66242411,AAPL
2022-06-30,137.2500,138.3700,133.7737,136.7200,98964467,AAPL
2022-07-01,136.0400,139.0400,135.6600,138.9300,71051552,AAPL
2022-07-05,137.7700,141.6100,136.9300,141.5600,73429641,AAPL
2022-07-06,141.3550,144.1200,141.0800,142.9200,74064254,AAPL
2022-07-07,143.2900,146.5500,143.2800,146.3500,66253709,AAPL
2022-07-08,145.2650,147.5500,145.0000,147.0400,64547798,AAPL
2022-07-11,145.6700,146.6400,143.7800,144.8700,63305113,AAPL
2022-07-12,145.7600,148.4500,145.0500,145.8600,77588759,AAPL
2022-07-13,142.9900,146.4500,142.1201,145.4900,71185560,AAPL
2022-07-14,144.0800,148.9500,143.2500,148.4700,78140744,AAPL
2022-07-15,149.7800,150.8600,148.2000,150.1700,76259931,AAPL
2022-07-18,150.7400,151.5700,146.7000,147.0700,81420868,AAPL
2022-07-19,147.9200,151.2300,146.9100,151.0000,82982367,AAPL
2022-07-20,151.1200,153.7200,150.3700,153.0400,64823413,AAPL
2022-07-21,154.5000,155.5700,151.9400,155.3500,65086636,AAPL
2022-07-22,155.3900,156.2800,153.4100,154.0900,66675408,AAPL
2022-07-25,154.0100,155.0400,152.2800,152.9500,53623945,AAPL
2022-07-26,152.2650,153.0850,150.8000,151.6000,55138691,AAPL
2022-07-27,152.5800,157.3300,152.1600,156.7900,78620688,AAPL
2022-07-28,156.9800,157.6400,154.4100,157.3500,81378731,AAPL
2022-07-29,161.2400,163.6300,159.5000,162.5100,101786860,AAPL
2022-08-01,161.0100,163.5900,160.8900,161.5100,67829379,AAPL
2022-08-02,160.1000,162.4100,159.6300,160.0100,59907025,AAPL
2022-08-03,160.8400,166.5900,160.7500,166.1300,82507488,AAPL
2022-08-04,166.0050,167.1900,164.4300,165.8100,55474144,AAPL
2022-08-05,163.2100,165.8500,163.0000,165.3500,56696985,AAPL
2022-08-08,166.3700,167.8100,164.2000,164.8700,60362338,AAPL
2022-08-09,164.0200,165.8200,163.2500,164.9200,63135503,AAPL
2022-08-10,167.6800,169.3400,166.9000,169.2400,70170540,AAPL
2022-08-11,170.0600,170.9900,168.1900,168.4900,57149159,AAPL
2022-08-12,169.8200,172.1700,169.4000,172.1000,68039382,AAPL
2022-08-15,171.5200,173.3900,171.3450,173.1900,54091694,AAPL
2022-08-16,172.7800,173.7100,171.6618,173.0300,56377050,AAPL
2022-08-17,172.7700,176.1500,172.5700,174.5500,79542037,AAPL
2022-08-18,173.7500,174.9000,173.1200,174.1500,62290075,AAPL
2022-08-19,173.0300,173.7400,171.3101,171.5200,70346295,AAPL
2022-08-22,169.6900,169.8600,167.1350,167.5700,69026809,AAPL
2022-08-23,167.0800,168.7100,166.6500,167.2300,54147079,AAPL
2022-08-24,167.3200,168.1100,166.2450,167.5300,53841524,AAPL
2022-08-25,168.7800,170.1400,168.3500,170.0300,51218209,AAPL
2022-08-26,170.5700,171.0500,163.5600,163.6200,78960980,AAPL
2022-08-29,161.1450,162.9000,159.8200,161.3800,72724452,AAPL
2022-08-30,162.1300,162.5600,157.7200,158.9100,77906197,AAPL
2022-08-31,160.3050,160.5800,157.1400,157.2200,87991091,AAPL
2022-09-01,156.6400,158.4200,154.6700,157.9600,74229896,AAPL
2022-09-02,159.7500,160.3620,154.9650,155.8100,76957768,AAPL
2022-09-06,156.4700,157.0900,153.6900,154.5300,73295539,AAPL
2022-09-07,154.8250,156.6700,153.6100,155.9600,87449574,AAPL
2022-09-08,154.6400,156.3600,152.6800,154.4600,84923847,AAPL
2022-09-09,155.4700,157.8200,154.7500,157.3700,68081006,AAPL
2022-09-12,159.5900,164.2600,159.3000,163.4300,104955962,AAPL
2022-09-13,159.9000,160.5400,153.3700,153.8400,122656614,AAPL
2022-09-14,154.7850,157.1000,153.6106,155.3100,87965409,AAPL
2022-09-15,154.6500,155.2400,151.3800,152.3700,90481110,AAPL
2022-09-16,151.2100,151.3500,148.3700,150.7000,162278841,AAPL
2022-09-19,149.3100,154.5600,149.1000,154.4800,81474246,AAPL
2022-09-20,153.4000,158.0800,153.0800,156.9000,107689796,AAPL
2022-09-21,157.3400,158.7400,153.6000,153.7200,101696790,AAPL
2022-09-22,152.3800,154.4700,150.9100,152.7400,86264792,AAPL
2022-09-23,151.1900,151.4700,148.5600,150.4300,96029909,AAPL
2022-09-26,149.6600,153.7701,149.6400,150.7700,93339409,AAPL
2022-09-27,152.7400,154.7200,149.9450,151.7600,84442741,AAPL
2022-09-28,147.6400,150.6414,144.8400,149.8400,146691387,AAPL
2022-09-29,146.1000,146.7200,140.6800,142.4800,128138237,AAPL
2022-09-30,141.2800,143.1000,138.0000,138.2000,124925274,AAPL
2022-10-03,138.2100,143.0700,137.6850,142.4500,114311663,AAPL
2022-10-04,145.0300,146.2200,144.2600,146.1000,87830064,AAPL
2022-10-05,144.0750,147.3800,143.0100,146.4000,79470968,AAPL
2022-10-06,145.8100,147.5400,145.2200,145.4300,68402169,AAPL
2022-10-07,142.5400,143.1000,139.4450,140.0900,85925559,AAPL
2022-10-10,140.4200,141.8900,138.5729,140.4200,74899002,AAPL
2022-10-11,139.9000,141.3500,138.2200,138.9800,77033672,AAPL
2022-10-12,139.1300,140.3600,138.1600,138.3400,70433744,AAPL
2022-10-13,134.9900,143.5900,134.3700,142.9900,113223975,AAPL
2022-10-14,144.3100,144.5200,138.1900,138.3800,88597969,AAPL
2022-10-17,141.0650,142.9000,140.2700,142.4100,85250939,AAPL
2022-10-18,145.4900,146.7000,140.6100,143.7500,99136610,AAPL
2022-10-19,141.6900,144.9492,141.5000,143.8600,61758340,AAPL
2022-10-20,143.0200,145.8900,142.6500,143.3900,64521989,AAPL
2022-10-21,142.8700,147.8479,142.6490,147.2700,86548609,AAPL
2022-10-24,147.1850,150.2300,146.0000,149.4500,75981918,AAPL
2022-10-25,150.0900,152.4900,149.3600,152.3400,74732290,AAPL
2022-10-26,150.9600,151.9900,148.0400,149.3500,88436172,AAPL
2022-10-27,148.0700,149.0460,144.1300,144.8000,109180150,AAPL
2022-10-28,148.2000,157.5000,147.8200,155.7400,164762371,AAPL
2022-10-31,153.1550,154.2400,151.9200,153.3400,97943171,AAPL
2022-11-01,155.0800,155.4500,149.1300,150.6500,80379345,AAPL
2022-11-02,148.9450,152.1700,145.0000,145.0300,93604623,AAPL
2022-11-03,142.0600,142.8000,138.7500,138.8800,97918516,AAPL
2022-11-04,142.0900,142.6700,134.3800,138.3800,140814796,AAPL
2022-11-07,137.1100,139.1450,135.6710,138.9200,83374628,AAPL
2022-11-08,140.4100,141.4300,137.4900,139.5000,89908477,AAPL
2022-11-09,138.5000,138.5500,134.5933,134.8700,74917794,AAPL
2022-11-10,141.2400,146.8700,139.5000,146.8700,118854028,AAPL
2022-11-11,145.8200,150.0100,144.3700,149.7000,93979665,AAPL
2022-11-14,148.9700,150.2800,147.4300,148.2800,73374114,AAPL
2022-11-15,152.2150,153.5900,148.5613,150.0400,89868332,AAPL
2022-11-16,149.1300,149.8700,147.2900,148.7900,64218266,AAPL
2022-11-17,146.4300,151.4800,146.1500,150.7200,80389400,AAPL
2022-11-18,152.3050,152.7000,149.9700,151.2900,74829573,AAPL
2022-11-21,150.1600,150.3700,147.7150,148.0100,58724070,AAPL
2022-11-22,148.1300,150.4200,146.9250,150.1800,51804132,AAPL
2022-11-23,149.4500,151.8300,149.3400,151.0700,58301395,AAPL
2022-11-25,148.3050,148.8800,147.1200,148.1100,35195860,AAPL
2022-11-28,145.1400,146.6400,143.3800,144.2200,69346522,AAPL
2022-11-29,144.2900,144.8100,140.3550,141.1700,83763803,AAPL
2022-11-30,141.3950,148.7200,140.5500,148.0300,111380880,AAPL
2022-12-01,148.2100,149.1300,146.6100,148.3100,71250416,AAPL
2022-12-02,145.9600,148.0000,145.6500,147.8100,65447446,AAPL
2022-12-05,147.7700,150.9199,145.7700,146.6300,68826442,AAPL
2022-12-06,147.0750,147.3000,141.9200,142.9100,64727186,AAPL
2022-12-07,142.1900,143.3700,140.0000,140.9400,69721094,AAPL
2022-12-08,142.3600,143.5200,141.1000,142.6500,62128338,AAPL
2022-12-09,142.3400,145.5700,140.9000,142.1600,76097011,AAPL
2022-12-12,142.7000,144.5000,141.0600,144.4900,70462654,AAPL
2022-12-13,149.5000,149.9692,144.2400,145.4700,93886161,AAPL
2022-12-14,145.3500,146.6550,141.1600,143.2100,82291182,AAPL
2022-12-15,141.1100,141.8000,136.0250,136.5000,98931907,AAPL
2022-12-16,136.6850,137.6500,133.7300,134.5100,160156900,AAPL
2022-12-19,135.1100,135.2000,131.3200,132.3700,79592614,AAPL
2022-12-20,131.3900,133.2500,129.8900,132.3000,77432819,AAPL
2022-12-21,132.9800,136.8100,132.7500,135.4500,85927993,AAPL
2022-12-22,134.3520,134.5600,130.3000,132.2300,77852108,AAPL
2022-12-23,130.9200,132.4150,129.6400,131.8600,63814893,AAPL
2022-12-27,131.3800,131.4100,128.7200,130.0300,69007830,AAPL
2022-12-28,129.6700,131.0275,125.8700,126.0400,85438391,AAPL
2022-12-29,127.9900,130.4814,127.7300,129.6100,75703710,AAPL
2022-12-30,128.4100,129.9500,127.4300,129.9300,77034209,AAPL
