Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,66.30000305175781,67.5,62.50199890136719,64.63999938964844,64.63999938964844,16416500
2023-01-04,65.79000091552734,68.12000274658203,64.77999877929688,66.30000305175781,66.30000305175781,11749500
2023-01-05,64.8499984741211,65.55999755859375,63.01900100708008,64.70999908447266,64.70999908447266,11336200
2023-01-06,65.27999877929688,69.5,63.36000061035156,68.98999786376953,68.98999786376953,15529600
2023-01-09,69.69999694824219,70.61000061035156,68.44000244140625,69.05999755859375,69.05999755859375,12987600
2023-01-10,68.67500305175781,70.19000244140625,67.66000366210938,70.02999877929688,70.02999877929688,9056300
2023-01-11,70.95999908447266,71.88999938964844,70.0199966430664,71.66999816894531,71.66999816894531,9034300
2023-01-12,71.87999725341797,72.11000061035156,68.11000061035156,71.80000305175781,71.80000305175781,11852600
2023-01-13,69.80999755859375,71.98999786376953,69.51000213623047,71.6500015258789,71.6500015258789,9344700
2023-01-17,72.36000061035156,75.20999908447266,71.7300033569336,75.0999984741211,75.0999984741211,14314400
2023-01-18,75.29000091552734,76.22000122070312,72.06999969482422,72.11000061035156,72.11000061035156,12147200
2023-01-19,70.80000305175781,71.79000091552734,69.23500061035156,70.94000244140625,70.94000244140625,12051300
2023-01-20,71.69999694824219,76.19000244140625,71.04000091552734,76.16000366210938,76.16000366210938,12798400
2023-01-23,76.83999633789062,81.66999816894531,76.72000122070312,81.66000366210938,81.66000366210938,16814100
2023-01-24,80.16000366210938,82.7300033569336,79.51000213623047,80.79000091552734,80.79000091552734,12152100
2023-01-25,77.0,81.04000091552734,74.7699966430664,80.7699966430664,80.7699966430664,17119400
2023-01-26,83.02999877929688,83.91000366210938,78.32099914550781,81.19000244140625,81.19000244140625,13296800
2023-01-27,80.69000244140625,85.5,80.66999816894531,83.83000183105469,83.83000183105469,15424800
2023-01-30,81.93000030517578,83.23999786376953,79.63999938964844,79.79000091552734,79.79000091552734,10482600
2023-01-31,80.87999725341797,82.31999969482422,80.19999694824219,81.72000122070312,81.72000122070312,8801900
2023-02-01,82.06999969482422,84.75499725341797,80.05999755859375,83.9000015258789,83.9000015258789,11087200
2023-02-02,86.80000305175781,89.97000122070312,86.22000122070312,88.41000366210938,88.41000366210938,13349900
2023-02-03,84.9000015258789,87.9800033569336,84.25,84.70999908447266,84.70999908447266,12679100
2023-02-06,82.69000244140625,83.6989974975586,81.30999755859375,82.55000305175781,82.55000305175781,8593500
2023-02-07,82.08000183105469,83.8550033569336,80.66000366210938,83.18000030517578,83.18000030517578,9804500
2023-02-08,82.9000015258789,84.29000091552734,81.12000274658203,81.12999725341797,81.12999725341797,7213400
2023-02-09,81.3499984741211,82.08000183105469,75.5999984741211,76.18000030517578,76.18000030517578,17350900
2023-02-10,75.0999984741211,76.01100158691406,74.13999938964844,75.2300033569336,75.2300033569336,11274100
2023-02-13,75.51000213623047,77.56800079345703,74.73999786376953,76.81999969482422,76.81999969482422,9590500
2023-02-14,76.04000091552734,79.44999694824219,75.55000305175781,78.80000305175781,78.80000305175781,9780900
2023-02-15,78.69999694824219,82.69999694824219,78.52999877929688,82.69000244140625,82.69000244140625,10064300
2023-02-16,80.2699966430664,81.33000183105469,78.5,78.62999725341797,78.62999725341797,9541500
2023-02-17,76.97000122070312,77.02999877929688,74.16999816894531,75.0199966430664,75.0199966430664,11261600
2023-02-21,73.08999633789062,74.48999786376953,71.91999816894531,71.94999694824219,71.94999694824219,7855200
2023-02-22,72.72000122070312,73.68000030517578,71.80000305175781,72.94000244140625,72.94000244140625,10562100
2023-02-23,74.2699966430664,74.88999938964844,71.83999633789062,74.1500015258789,74.1500015258789,22855200
2023-02-24,77.47000122070312,78.0199966430664,73.5199966430664,77.36000061035156,77.36000061035156,43473200
2023-02-27,77.29000091552734,77.7300033569336,74.86000061035156,75.13999938964844,75.13999938964844,18197400
2023-02-28,75.33000183105469,78.0199966430664,74.5199966430664,76.7300033569336,76.7300033569336,13187300
2023-03-01,76.30999755859375,76.7300033569336,74.6500015258789,76.62999725341797,76.62999725341797,10075900
2023-03-02,75.44000244140625,78.58999633789062,74.54499816894531,78.04000091552734,78.04000091552734,10115600
2023-03-03,78.66999816894531,81.12999725341797,77.6500015258789,80.87999725341797,80.87999725341797,11059700
2023-03-06,81.4000015258789,83.08000183105469,80.29000091552734,80.80999755859375,80.80999755859375,10328600
2023-03-07,80.4800033569336,81.4000015258789,77.93000030517578,78.04000091552734,78.04000091552734,8082800
2023-03-08,77.97000122070312,78.69000244140625,75.83000183105469,77.94999694824219,77.94999694824219,8610500
2023-03-09,77.81999969482422,79.62000274658203,73.5,73.80000305175781,73.80000305175781,12475200
2023-03-10,70.61000061035156,73.58000183105469,68.47000122070312,71.01000213623047,71.01000213623047,18383100
2023-03-13,70.0,71.0999984741211,67.25,69.45999908447266,69.45999908447266,14357400
2023-03-14,71.67500305175781,73.86000061035156,71.4000015258789,73.62999725341797,73.62999725341797,13136700
2023-03-15,72.44000244140625,74.13999938964844,71.66999816894531,74.06999969482422,74.06999969482422,9832200
2023-03-16,76.12000274658203,76.5,73.80999755859375,75.08999633789062,75.08999633789062,11453800
2023-03-17,74.94499969482422,75.2300033569336,73.08999633789062,73.9800033569336,73.9800033569336,9756200
2023-03-20,73.38999938964844,75.63999938964844,72.69000244140625,74.5,74.5,10704500
2023-03-21,75.83999633789062,77.97000122070312,75.72000122070312,77.45999908447266,77.45999908447266,10458700
2023-03-22,77.1500015258789,77.1500015258789,72.61000061035156,72.6500015258789,72.6500015258789,17616500
2023-03-23,60.0,65.75,56.5,61.880001068115234,61.880001068115234,140313900
2023-03-24,59.75,61.56999969482422,59.099998474121094,60.68000030517578,60.68000030517578,48929800
2023-03-27,62.459999084472656,65.11000061035156,61.54999923706055,64.4000015258789,64.4000015258789,33436700
2023-03-28,64.0,65.8499984741211,63.5,63.7599983215332,63.7599983215332,17257800
2023-03-29,64.80500030517578,67.20999908447266,64.55999755859375,66.48999786376953,66.48999786376953,17574600
2023-03-30,68.98999786376953,70.52999877929688,67.79000091552734,68.48999786376953,68.48999786376953,21097700
2023-03-31,68.58999633789062,70.31999969482422,68.05000305175781,68.6500015258789,68.6500015258789,17878500
2023-04-03,67.5999984741211,68.38999938964844,65.80500030517578,67.83000183105469,67.83000183105469,16969800
2023-04-04,68.26000213623047,69.73999786376953,67.66999816894531,68.83999633789062,68.83999633789062,15229000
2023-04-05,67.21499633789062,68.23999786376953,66.62000274658203,67.66000366210938,67.66000366210938,11586700
2023-04-06,66.80000305175781,69.02999877929688,66.16000366210938,68.0999984741211,68.0999984741211,11359800
2023-04-10,66.33000183105469,66.80000305175781,65.47000122070312,66.36000061035156,66.36000061035156,11598900
2023-04-11,67.05000305175781,67.88999938964844,65.76000213623047,66.41999816894531,66.41999816894531,11471400
2023-04-12,67.27999877929688,67.62000274658203,62.599998474121094,62.7400016784668,62.7400016784668,15733700
2023-04-13,63.290000915527344,65.62000274658203,63.20000076293945,64.55999755859375,64.55999755859375,12875800
2023-04-14,64.30000305175781,65.47000122070312,63.689998626708984,64.04000091552734,64.04000091552734,12061500
2023-04-17,63.81999969482422,64.35900115966797,63.11000061035156,64.19000244140625,64.19000244140625,10833100
2023-04-18,64.80000305175781,65.1500015258789,63.845001220703125,63.900001525878906,63.900001525878906,9487500
2023-04-19,63.0,63.5099983215332,61.43000030517578,62.869998931884766,62.869998931884766,13775700
2023-04-20,61.720001220703125,62.915000915527344,61.540000915527344,62.36000061035156,62.36000061035156,9367800
2023-04-21,62.18000030517578,63.56999969482422,62.02000045776367,63.47999954223633,63.47999954223633,10855300
2023-04-24,63.70000076293945,64.75,63.04999923706055,64.5,64.5,8457400
2023-04-25,63.91999816894531,64.36000061035156,60.970001220703125,61.0,61.0,10416200
2023-04-26,61.209999084472656,61.797000885009766,60.0099983215332,60.56999969482422,60.56999969482422,9262100
2023-04-27,61.18000030517578,61.40999984741211,58.90999984741211,60.58000183105469,60.58000183105469,14361200
2023-04-28,59.83000183105469,61.029998779296875,58.970001220703125,60.790000915527344,60.790000915527344,11809500
2023-05-01,60.689998626708984,61.74599838256836,59.75,60.220001220703125,60.220001220703125,9293600
2023-05-02,59.61000061035156,59.900001525878906,57.630001068115234,57.7599983215332,57.7599983215332,10440300
2023-05-03,57.97999954223633,60.81999969482422,57.41999816894531,59.31999969482422,59.31999969482422,14798400
2023-05-04,59.220001220703125,61.380001068115234,59.209999084472656,60.43000030517578,60.43000030517578,16023900
2023-05-05,60.63999938964844,62.06999969482422,58.79499816894531,59.25,59.25,25446800
2023-05-08,59.27000045776367,59.77000045776367,57.77000045776367,58.79999923706055,58.79999923706055,13623600
2023-05-09,58.40999984741211,59.71500015258789,57.88999938964844,59.31999969482422,59.31999969482422,8377200
2023-05-10,59.970001220703125,60.0,57.150001525878906,57.529998779296875,57.529998779296875,12457000
