Unnamed: 0,v,vw,o,c,h,l,t,n,SMA_10,EMA_10,Price_RoC,RSI,MACD,Bollinger_High,Bollinger_Low,Bollinger_Mid
34,29008620.0,398.3945,398.57,398.06,399.62,397.4,1636347600000,258001,389.399,382.43602033079776,5.326383192654723,84.48287618963889,8.271604860459377,403.3675517618224,356.54244823817766,379.95500000000004
35,50470720.0,395.9918,399.16,395.32,399.57,393.92,1636434000000,438823,391.019,383.60729120981614,4.273053386790459,74.76216711633593,8.207372351142737,403.69705420686745,360.0309457931325,381.864
36,54937346.0,391.6003,392.47,389.51,395.36,387.53,1636520400000,464042,391.96999999999997,384.1439010998329,2.502631578947366,58.817401238682805,7.600040643260627,402.93692888748456,363.7420711125154,383.3395
37,32242983.0,391.3175,392.57,390.59,392.75,390.24,1636606800000,257791,392.607,384.72991009075713,1.6579043256467512,60.55493807635697,7.123754653971105,402.78553756572245,366.2894624342776,384.5375
38,34653964.0,393.2817,391.77,394.7,395.25,390.13,1636693200000,255449,393.466,385.6362819006883,2.2247546036103634,66.52660517688346,6.997276973998112,403.0984261852189,368.55257381478117,385.82550000000003
39,33694361.0,394.2773,395.91,394.61,396.24,392.095,1636952400000,306553,394.184,386.45207445517116,1.8532380042846468,66.28245350580394,6.811264239272873,403.4838831779347,370.3631168220653,386.9235
40,27222940.0,396.5945,393.86,397.42,397.93,393.66,1637038800000,241541,395.021,387.44915859561013,2.151394422310758,70.09044205931878,6.81206606546516,404.30679245845977,371.73520754154026,388.021
41,28542163.0,397.9171,397.75,397.63,399.7196,396.64,1637125200000,231209,395.466,388.3746896323728,1.1317971412584538,70.36832782100134,6.751816031109058,404.7915897490719,373.51541025092814,389.1535
42,45706515.0,400.1822,399.73,401.75,402.27,397.45,1637211600000,324769,395.819,389.5906269385207,0.8864446788207454,75.35891397601,6.9563287844641195,405.9353917273527,374.8196082726473,390.3775
43,45043771.0,403.882,403.43,403.99,405.3,402.58,1637298000000,282724,396.358,390.89966085320066,1.3522328148519784,77.63444789457917,7.215974630717142,406.6091131501401,377.1348868498599,391.872
44,61619470.0,404.0121,405.57,399.3,408.71,399.19,1637557200000,441285,396.482,391.66332804836424,0.31151082751344245,63.90532399232444,6.963036480280323,406.53369311273235,379.3473068872676,392.9405
45,69878785.0,396.1758,398.11,397.48,400.23,392.92,1637643600000,616027,396.698,392.1921164076038,0.546392795709811,59.37772508838525,6.540329536430647,405.99621687756957,381.7207831224304,393.8585
46,46954382.0,396.5472,394.93,398.76,399.05,392.54,1637730000000,383138,397.623,392.7891967341853,2.3747785679443405,61.50875216522068,6.236723474594783,405.29402975704477,384.2989702429553,394.79650000000004
47,51429314.0,393.7533,396.11,391.2,397.54,389.77,1637902800000,455887,397.684,392.64472430380476,0.1561739931897933,45.756387080465366,5.324704782562776,404.62840140199927,385.66259859800067,395.14549999999997
48,54326706.0,397.9374,395.89,399.69,400.73,395.14,1638162000000,419400,398.18300000000005,393.2852039125498,1.2642513301241471,58.89264738693576,5.226744784160871,404.53562501345505,387.11337498654495,395.8245
49,81160213.0,395.3156,398.78,393.82,401.19,391.75,1638248400000,782141,398.104,393.3338217386816,-0.2001976635158816,49.65477322600843,4.622169346277246,404.029775548419,388.258224451581,396.144
50,78309545.0,394.3989,398.28,387.12,400.48,386.64,1638334800000,692813,397.07399999999996,392.7689288533469,-2.5917165718886848,41.41582975274199,3.56135190239371,404.31610054664895,387.7788994533511,396.0475
51,84396573.0,388.6927,385.8,389.91,391.74,384.34,1638421200000,871894,396.302,392.5090262303153,-1.941503407690559,45.59273216849088,2.912206020121573,404.49516112960634,387.2728388703937,395.884
52,105298204.0,382.9347,391.31,383.13,392.34,378.9,1638507600000,1038413,394.44,391.65638748210483,-4.634723086496578,38.23252543301473,1.8295737075707734,405.2939743592593,384.9650256407407,395.1295
53,67332301.0,383.9363,383.63,386.2,387.6,379.3,1638766800000,709438,392.661,391.16035225645896,-4.4035743458996555,42.872403023970676,1.2054079503578237,405.24808738382467,383.77091261617534,394.5095
54,55731264.0,395.793,393.03,397.83,398.46,392.99,1638853200000,431438,392.514,391.76668386950814,-0.3681442524417799,56.59617543574869,1.6304016397168084,405.2218362538803,383.77416374611965,394.498
55,39204041.0,398.0452,398.17,399.61,399.82,396.22,1638939600000,330658,392.727,392.47971260864375,0.5358760189191897,58.29976070610807,2.086788129787635,405.6627509103691,383.76224908963087,394.7125
56,49954464.0,396.7928,398.35,393.73,400.2,393.5299,1639026000000,378160,392.22400000000005,392.59337509876707,-1.2614103721536696,50.95854905612564,1.9515150022956504,405.62442383862435,384.2225761613756,394.9235
57,52269223.0,396.1316,396.62,398.01,398.28,393.36,1639112400000,426274,392.905,393.0857955443337,1.7407975460122707,55.49137539247742,2.1647167969695147,405.88263765494395,384.7063623450561,395.2945
58,50166410.0,395.2436,398.0,392.26,398.325,391.88,1639371600000,403896,392.162,393.01072322212156,-1.8589406790262468,48.7634419220625,1.8483966441131656,405.8411491647275,384.50385083527254,395.1725
59,75199181.0,387.3424,387.3,388.2,390.09,383.63,1639458000000,594803,391.6,392.5733847473832,-1.4270478898989398,44.527943570172944,1.2556284714295884,405.94564971504144,383.7583502849585,394.852
60,73845778.0,389.6834,387.94,397.05,397.4198,383.88,1639544400000,772673,392.593,392.98034977034837,2.565096094234348,54.16935950896075,1.48288271253017,405.91118075907764,383.7558192409224,394.8335
61,82534868.0,390.3702,398.04,386.84,398.475,385.21,1639630800000,693523,392.28599999999994,392.4221361548622,-0.787361185914711,44.29960466179428,0.8295590243607194,405.81640842879807,382.7715915712019,394.294
