Unnamed: 0,v,vw,o,c,h,l,t,n,SMA_10,EMA_10,Price_RoC,RSI,MACD,Bollinger_High,Bollinger_Low,Bollinger_Mid
49,173958056.0,163.775,159.985,165.3,165.52,159.92,1638248400000,1139625,158.96300000000002,155.54136133423955,10.200000000000008,73.38115338871921,3.829295538938851,165.2137735399411,143.8272264600589,154.5205
50,152303002.0,167.6855,167.48,164.77,170.3,164.53,1638334800000,1191148,160.34,156.3803284856723,9.11920529801325,71.46535847416087,4.0659860118619235,166.62153923740328,143.89446076259668,155.25799999999998
51,136739174.0,161.8301,158.735,163.76,164.2,157.8,1638421200000,1163153,161.36700000000002,157.0512077142475,6.690989641018946,67.72170729738443,4.124521442079526,167.6715733472299,144.07142665277016,155.87150000000003
52,117949416.0,161.8243,164.02,161.84,164.96,159.72,1638507600000,950980,161.764,157.48655246749775,2.5147273072781395,60.97504077774805,3.97021704761093,168.26277897029547,144.56822102970455,156.4155
53,107496982.0,165.8234,164.29,165.32,167.8799,164.28,1638766800000,840677,162.24099999999999,158.19868406136158,2.9710370601058744,67.49627734384626,4.081685490148544,169.32283305567717,144.91216694432285,157.1175
54,120356951.0,170.5609,169.08,171.18,171.58,168.34,1638853200000,834819,163.257,159.37880369214687,6.309775183207053,75.23815576836402,4.589967768602236,171.3946532846114,144.91434671538863,158.1545
55,116982099.0,174.0176,172.125,175.08,175.96,170.7,1638939600000,871401,164.62400000000002,160.80618517467897,8.469115915990345,78.94636923727055,5.246998411053369,174.06213161775838,144.6738683822416,159.368
56,108923738.0,175.277,174.91,174.56,176.75,173.92,1639026000000,786129,165.88600000000002,162.0565319769809,7.793009756700016,77.2328845703436,5.660489673246673,175.8250996690933,145.57490033090667,160.7
57,115402731.0,177.2721,175.205,179.45,179.63,174.69,1639112400000,855797,168.15,163.6377563427099,14.4378547286525,81.44161608360753,6.310028529116124,178.28482381509951,146.27317618490048,162.279
58,153237019.0,178.5988,181.115,175.74,182.13,175.53,1639371600000,1148448,169.7,164.73796031155445,9.672990514228657,70.46126581220219,6.451062920135001,179.55373149891838,147.57926850108166,163.56650000000002
59,139356181.0,174.4001,175.25,174.33,177.74,172.21,1639458000000,985603,170.603,165.60996391959495,5.462794918330309,66.66571304535243,6.375564931102673,180.14635523250075,149.41964476749928,164.78300000000002
60,131063257.0,176.0771,175.11,179.3,179.5,172.3108,1639544400000,937053,172.05599999999998,166.85451265417723,8.81835285549554,72.47305472360547,6.64022531085115,181.43539557798542,150.96060442201465,166.19800000000004
61,150185842.0,174.4138,179.28,172.26,181.14,170.75,1639630800000,1202731,172.906,167.34592059470657,5.190522716170006,56.87751008323382,6.210312784319598,181.40906147298054,152.86393852701949,167.1365
62,194579041.0,171.2628,169.93,171.14,173.47,169.69,1639717200000,994729,173.836,167.6908369042787,5.74641621354423,54.79324083288345,5.7133692061615875,181.51047336892526,154.08952663107476,167.8
63,107499114.0,169.2626,168.28,169.75,170.58,167.46,1639976400000,816118,174.27900000000002,167.87803354934428,2.6796515848052307,52.157606438324336,5.148033135454739,181.5783587577452,154.94164124225478,168.26
64,91167005.0,171.4815,171.555,172.99,173.2,169.12,1640062800000,651088,174.46,168.34275777213116,1.0573665147797653,57.457518865351176,4.9049005087134105,181.89448600029965,155.82251399970033,168.8585
65,92135303.0,174.3316,173.04,175.64,175.86,172.15,1640149200000,643554,174.516,169.00614342921014,0.31985378112861196,61.34867400368325,4.869911692791135,182.45463115498495,156.68536884501503,169.57
66,68356567.0,176.1477,175.85,176.28,176.8499,175.27,1640235600000,502547,174.688,169.66740311746378,0.9853345554537115,62.274610191811156,4.838055364729087,182.98813396512332,157.5858660348767,170.287
67,74901582.0,179.0573,177.085,180.33,180.42,177.07,1640581200000,630107,174.776,170.63673010678525,0.49038729451101915,67.71307030828086,5.0810390921479325,183.27965621062108,159.64634378937896,171.46300000000002
68,78894335.0,179.7048,180.16,179.29,181.33,178.53,1640667600000,631766,175.131,171.4233910061684,2.0200295891658033,65.03794086446479,5.130544415998628,183.5089926420857,161.32200735791432,172.4155
69,62348931.0,179.4557,179.33,179.38,180.63,178.14,1640754000000,491790,175.636,172.14671909651673,2.896804910227719,65.17024984249022,5.118042382935755,184.10393894789397,162.13506105210607,173.11950000000002
70,59773014.0,179.3744,179.47,178.2,180.57,178.09,1640840400000,498664,175.526,172.69701736046974,-0.6134969325153501,61.76512807771156,4.955791019334583,184.2826021655422,163.2993978344578,173.791
71,64062261.0,177.8004,178.085,177.57,179.23,177.26,1640926800000,451687,176.057,173.1400157822452,3.0825496342737737,59.90823947538558,4.721938343928116,184.01557211006974,164.94742788993028,174.4815
72,104677470.0,181.4156,177.83,182.01,182.88,177.71,1641186000000,772691,177.14399999999998,173.9463779838593,6.351525067196451,67.54805891139034,4.8390972068554845,183.62660863013633,167.35339136986363,175.48999999999998
