,v,vw,o,c,h,l,t,n
363,17547749.0,38.8171,38.91,38.91,39.27,38.24,1678251600000,100830
364,26786382.0,38.0315,39.06,37.29,39.6,37.19,1678338000000,147624
365,60854135.0,36.0979,36.94,36.02,37.27,35.27,1678424400000,329783
366,58533209.0,36.7651,35.6,36.98,37.635,34.81,1678680000000,363359
367,31615536.0,37.7971,38.19,37.77,38.48,37.265,1678766400000,172591
368,38618378.0,37.5489,37.06,38.07,38.09,37.01,1678852800000,228502
369,27983852.0,38.9251,38.53,39.24,39.485,37.92,1678939200000,158030
370,28008178.0,38.6778,39.05,38.68,39.37,38.09,1679025600000,154723
371,21337435.0,38.1836,38.61,38.22,38.84,37.645,1679284800000,118906
372,28736361.0,39.8606,38.83,40.34,40.51,38.655,1679371200000,159576
373,33984484.0,39.521,40.41,38.39,40.45,38.37,1679457600000,181174
374,33756757.0,38.1612,37.93,37.8,39.32,37.19,1679544000000,209264
375,21516444.0,37.528,37.38,37.73,37.97,37.0207,1679630400000,137073
376,18408667.0,37.985,38.33,37.76,38.7485,37.36,1679889600000,101485
377,14259285.0,37.3392,37.61,37.19,37.84,36.96,1679976000000,79643
378,19295206.0,38.3125,37.86,38.59,38.69,37.62,1680062400000,90982
379,14707025.0,38.714,39.2395,38.48,39.39,38.305,1680148800000,83009
380,26759752.0,39.9869,38.87,40.34,40.445,38.5914,1680235200000,142345
381,18304608.0,39.3658,39.78,39.58,40.02,38.75,1680494400000,111245
382,15159993.0,39.3604,39.86,39.37,39.99,38.9399,1680580800000,90052
383,18952540.0,38.0914,39.06,37.97,39.098,37.595,1680667200000,104095
384,17005191.0,38.1537,37.6879,38.57,38.67,37.18,1680753600000,99004
385,15013248.0,38.0402,37.91,38.53,38.53,37.55,1681099200000,94337
386,14171009.0,38.75,38.72,38.77,39.058,38.3521,1681185600000,83287
387,21343857.0,38.3674,39.62,37.65,39.84,37.61,1681272000000,122433
388,19604747.0,39.0839,38.15,39.16,39.52,38.07,1681358400000,101794
389,14184217.0,38.7477,39.0,38.79,39.4199,38.32,1681444800000,77807
390,11363770.0,38.76,38.42,38.97,39.08,38.212,1681704000000,67746
391,12372296.0,39.0011,39.4321,38.89,39.485,38.68,1681790400000,73463
392,13336393.0,38.5647,38.26,38.86,39.17,37.935,1681876800000,77780
393,18316104.0,37.7521,38.01,37.39,38.426,37.34,1681963200000,98617
394,14707786.0,37.5389,37.48,37.63,37.755,37.17,1682049600000,86177
395,13725153.0,37.0346,37.58,37.12,37.9,36.575,1682308800000,75612
396,15152513.0,36.3383,36.91,35.91,36.99,35.91,1682395200000,89649
397,16821051.0,35.6674,36.45,35.22,36.49,35.09,1682481600000,87718
398,13178069.0,35.6427,35.51,35.7,36.035,35.2399,1682568000000,77497
399,13054436.0,35.7158,35.52,35.92,36.145,34.97,1682654400000,86998
400,13656938.0,35.7261,35.76,35.74,36.075,35.405,1682913600000,77442
401,15783241.0,35.0676,35.56,34.9,35.71,34.835,1683000000000,94474
402,22461448.0,35.1668,34.97,34.76,35.79,34.72,1683086400000,127878
403,15979648.0,35.5788,35.1,35.74,35.895,34.97,1683172800000,97077
404,18041447.0,37.176,36.53,37.39,37.5,36.4,1683259200000,93996
405,14507523.0,37.4921,37.44,37.82,37.88,36.97,1683518400000,84473
406,8962532.0,37.9119,37.35,38.25,38.28,37.25,1683604800000,59560
407,19015387.0,38.8893,38.93,38.79,39.43,38.435,1683691200000,116316
408,11655564.0,38.7744,38.84,38.86,39.07,38.41,1683777600000,73212
409,16636773.0,37.913,38.89,37.68,38.96,37.5,1683864000000,92325
410,11590765.0,38.3829,37.61,38.57,38.88,37.47,1684123200000,75775
411,12225682.0,37.7222,38.12,37.62,38.17,37.47,1684209600000,77484
412,13639043.0,38.2695,37.8,38.58,38.7,37.42,1684296000000,83696
413,16548311.0,38.8182,38.55,39.12,39.23,38.33,1684382400000,96893
414,15071858.0,38.7864,39.12,38.7,39.3,38.43,1684468800000,87137
415,22861443.0,40.207,38.86,40.58,40.76,38.73,1684728000000,118964
416,23435984.0,40.4357,40.25,39.7,41.28,39.7,1684814400000,141097
417,16276389.0,39.2213,39.13,39.46,39.66,38.75,1684900800000,96993
418,17870485.0,38.5632,39.65,38.38,39.67,38.16,1684987200000,112210
419,19108425.0,39.2218,38.41,39.1,39.66,38.38,1685073600000,112681
420,20511912.0,39.8946,40.07,39.81,40.835,39.42,1685419200000,137081
421,15146993.0,39.9092,39.52,40.49,40.49,39.355,1685505600000,90458
422,14767428.0,40.8492,40.15,41.11,41.6,39.8098,1685592000000,96636
423,18025448.0,41.5109,41.708,41.62,42.03,40.85,1685678400000,112823
424,15444711.0,41.7802,41.58,42.06,42.23,41.3,1685937600000,101082
425,15320251.0,42.2077,41.39,42.68,42.78,41.03,1686024000000,108028
426,21574803.0,42.8404,43.3,42.25,43.83,42.0901,1686110400000,139715
427,11506285.0,42.4425,42.09,42.68,42.735,41.91,1686196800000,77940
428,16327127.0,43.0262,43.5,42.51,43.84,42.44,1686283200000,115574
429,14811402.0,43.2144,42.76,43.28,43.54,42.53,1686542400000,91632
430,18559080.0,44.042,43.89,44.29,44.41,43.58,1686628800000,127440
431,20211666.0,43.967,44.35,44.07,44.645,43.15,1686715200000,134680
432,16491493.0,44.1761,43.53,44.54,44.7,43.325,1686801600000,110259
433,12975694.0,44.509,44.95,44.31,45.0,44.0839,1686888000000,91253
434,10835338.0,44.0105,44.01,44.26,44.71,43.41,1687233600000,83469
435,16387370.0,43.0366,44.3,42.66,44.33,42.48,1687320000000,115136
436,10918907.0,42.4312,42.29,42.67,42.8,41.95,1687406400000,78627
437,13766733.0,41.9808,41.93,42.14,42.43,41.505,1687492800000,96041
438,9556652.0,42.2449,41.86,41.9,42.895,41.76,1687752000000,73641
439,16946900.0,42.9162,42.3,43.32,43.47,42.06,1687838400000,94505
440,12814188.0,43.9229,43.26,44.18,44.495,43.06,1687924800000,87581
441,11056750.0,43.9669,44.2001,43.79,44.51,43.6136,1688011200000,77193
442,12080217.0,44.3361,44.54,44.14,44.69,43.99,1688097600000,83303
443,7755890.0,45.0901,44.52,45.12,45.43,44.52,1688356800000,57016
444,8985459.0,44.7348,44.74,44.96,45.17,44.35,1688529600000,71682
445,16128101.0,43.2541,44.02,43.24,44.2,42.749,1688616000000,98329
446,9855878.0,43.95,43.46,43.73,44.315,43.4,1688702400000,65654
447,15486730.0,44.7851,43.69,45.37,45.379,43.53,1688961600000,104946
448,24449040.0,46.7079,45.64,47.05,47.3,45.505,1689048000000,161201
449,22574324.0,47.4728,48.23,47.48,48.23,46.85,1689134400000,134410
450,25614636.0,49.0835,48.02,49.63,49.79,47.69,1689220800000,143319
451,23522533.0,49.1434,49.74,48.57,50.43,48.235,1689307200000,147760
452,13387262.0,49.4258,48.57,49.68,49.89,48.2,1689566400000,95045
453,12654679.0,49.8131,49.85,49.86,50.155,49.435,1689652800000,88046
454,18358528.0,50.659,50.46,50.65,51.33,49.96,1689739200000,123990
455,26694647.0,48.4361,49.74,47.76,50.08,47.59,1689825600000,169458
456,15793707.0,47.9931,48.388,47.93,48.62,47.39,1689912000000,103544
457,11814140.0,47.4322,47.83,47.41,48.05,46.905,1690171200000,81121
458,9332339.0,47.7135,47.6,47.27,48.125,47.241,1690257600000,60766
459,13412676.0,48.0046,47.18,48.28,48.52,47.03,1690344000000,83151
460,19613693.0,47.8721,49.37,46.87,49.42,46.665,1690430400000,120951
461,17747222.0,49.0079,48.11,49.44,49.44,47.98,1690516800000,109400
462,13604767.0,50.2197,49.78,50.45,50.4891,49.69,1690776000000,90438
463,14716297.0,49.23,49.81,49.45,49.83,48.67,1690862400000,97573
464,24794034.0,47.0974,48.1701,46.69,48.18,46.33,1690948800000,153678
465,16362147.0,46.2702,46.13,46.19,46.59,45.86,1691035200000,110522
466,18265261.0,45.8608,46.45,45.38,46.65,45.29,1691121600000,112176
