Unnamed: 0,v,vw,o,c,h,l,t,n,SMA_10,EMA_10,Price_RoC,RSI,MACD,Bollinger_High,Bollinger_Low,Bollinger_Mid
264,54550480.0,115.361,118.0,114.56,118.17,113.88,1665115200000,520418,116.81500000000001,120.49114243477898,0.6855334856741089,38.6337206978817,-3.1020792147682954,132.13031289253257,108.49568710746746,120.31300000000002
265,42339675.0,114.0944,115.1,113.67,116.25,112.43,1665374400000,479742,116.667,119.87103857707179,-1.2852800694746016,37.256410034267844,-3.249373285586003,128.7241275384162,109.6238724615838,119.174
266,56432233.0,112.646,112.71,112.21,115.48,110.39,1665460800000,553686,116.44699999999997,119.17458052461072,-1.9229088366401563,34.98317207129428,-3.4442119645960503,127.7750385119505,109.11196148804953,118.44350000000001
267,45728660.0,112.7516,112.49,112.9,113.83,111.4,1665547200000,433707,115.93599999999999,118.60416411328247,-4.330141513431064,37.00166256893347,-3.502570337443288,126.04826391620145,109.27373608379858,117.66100000000002
268,86621449.0,110.1859,107.88,112.53,113.44,105.345,1665633600000,841708,115.70899999999999,118.05196737571133,-1.9773519163763031,36.329657787725864,-3.5378930473669783,124.64575983658101,109.30124016341897,116.97349999999999
269,67737344.0,109.2313,114.1,106.9,114.96,106.6,1665720000000,677312,115.099,117.03815215973756,-5.39823008849557,27.79506235976966,-3.9743664748300773,124.37580495275508,107.90819504724494,116.14200000000001
270,62775235.0,112.8903,110.11,113.79,114.19,110.09,1665979200000,592054,114.89000000000001,116.74286559976142,-1.8035899206075159,45.27609335118302,-3.721411280109365,122.89295618260977,108.30404381739027,115.59850000000002
271,65107448.0,116.5121,119.06,116.36,119.52,114.79,1666065600000,539445,114.41699999999999,116.70805963614674,-3.90618548187299,50.26633944481326,-3.2758035203696636,121.96249427165358,108.65150572834645,115.30700000000002
272,47198122.0,114.8511,114.71,115.07,116.5932,113.22,1666152000000,435997,113.829,116.55914512376975,-4.861513021909888,47.83361909328673,-2.992255520341473,121.62164079687034,108.64535920312966,115.1335
273,48762204.0,116.1986,113.83,115.25,118.24,113.51,1666238400000,444457,113.324,116.44013193069978,-4.197838736492101,48.22212660774196,-2.7216437764978423,121.44211594295956,108.61888405704042,115.03049999999999
274,55660485.0,117.3135,114.792,119.32,119.59,114.5,1666324800000,488398,113.8,116.70193811881798,4.155027932960886,56.383114934577584,-2.1539377803069755,121.953484878106,108.66151512189401,115.3075
275,49515723.0,119.1007,119.98,119.82,120.39,116.57,1666584000000,492367,114.41499999999999,116.98539828983452,5.410398522037469,57.30174728710539,-1.6447215407807079,122.4705451510192,108.61145484898083,115.54100000000001
276,50914609.0,120.1721,119.65,120.6,121.3152,118.95,1666670400000,469716,115.25400000000002,117.31399844530411,7.477051956153641,58.805606870510864,-1.164797460915068,123.09607099199324,108.60492900800678,115.85050000000001
277,69002457.0,116.3567,116.0,115.66,119.3457,114.76,1666756800000,645399,115.53,117.16363495027646,2.4446412754650053,47.125582421154945,-1.1695885953688787,122.91057925766157,108.55542074233841,115.73299999999999
278,129580962.0,105.5936,113.92,110.96,114.12,109.77,1666843200000,1337216,115.373,116.59966813661497,-1.3951835066204632,38.94778762898852,-1.5349424631561135,123.0077527078385,108.07424729216152,115.54100000000001
279,223038298.0,100.7597,97.905,103.41,103.96,97.66,1666929600000,1866116,115.024,115.4006073969227,-3.264733395696921,29.737219479001183,-2.405975351443473,124.17048517948147,105.95251482051852,115.0615
280,99248920.0,102.2496,103.56,102.44,104.87,100.74,1667188800000,755820,113.88899999999998,114.22237036083881,-9.97451445645488,28.76611250095,-3.1383689208829395,125.01464654016652,103.76435345983347,114.3895
281,153370022.0,98.2156,103.99,96.79,104.58,96.06,1667275200000,1356112,111.93199999999999,112.63760941894436,-16.818494327947743,23.747164641001376,-4.127128909237115,125.82194950573086,100.52705049426913,113.1745
282,135730798.0,94.8311,97.315,92.12,97.74,92.01,1667361600000,1199947,109.63700000000001,110.77237219904033,-19.944381680716077,20.467546900938856,-5.22730122023556,126.83972049122546,96.62627950877457,111.73300000000002
283,136651803.0,90.382,92.47,89.3,93.5,89.02,1667448000000,1217237,107.042,108.82033836276395,-22.516268980477225,18.7318208651686,-6.254646464234511,127.63499713499888,92.7310028650011,110.18299999999999
284,128579836.0,90.1098,91.49,90.98,92.44,88.04,1667534400000,1000081,104.208,107.19848942069449,-23.751257123700963,23.051327821065257,-6.854251467775171,128.21158850038202,89.79641149961795,109.00399999999999
285,77479228.0,90.1954,91.95,90.53,92.1,89.04,1667797200000,717300,101.27900000000001,105.68317220063135,-24.44500083458521,22.69236120671441,-7.28181377575973,128.5225963396466,87.17140366035342,107.84700000000001
286,87671870.0,90.2606,90.79,89.98,91.72,88.23,1667883600000,710063,98.21700000000001,104.25561109148305,-25.389718076285234,22.222405586249906,-7.577689501095108,128.70314300055895,84.76785699944105,106.7355
287,90765821.0,87.0753,89.47,86.14,89.48,85.87,1667970000000,811927,95.26500000000001,102.60873735589368,-25.523084904029048,19.146380512092577,-8.029470317228572,128.90603196182198,81.888968038178,105.3975
288,173282812.0,95.5593,92.935,96.63,98.69,91.65,1668056400000,1275893,93.83200000000001,102.06521577808516,-12.914563806777215,43.06669757047057,-7.455116594059888,128.16777689207163,81.03722310792838,104.6025
289,111558544.0,99.7744,97.88,100.79,101.19,96.66,1668142800000,865502,93.57000000000001,101.94928707098651,-2.5336041001837253,49.63257200157498,-6.588313915291707,127.89361594381712,80.70038405618287,104.297
290,99533072.0,98.7897,98.77,98.49,100.1199,97.29,1668402000000,735582,93.175,101.63480642816955,-3.8559156579461176,46.348915149323474,-6.017590290441518,126.83822715069952,80.22577284930047,103.532
291,111269317.0,100.1903,103.21,98.94,103.79,97.34,1668488400000,824194,93.39,101.38982402560869,2.221303853703886,47.10960904394366,-5.4659681878900415,125.2762920830133,80.04570791698673,102.66100000000002
292,87708828.0,97.0423,96.85,97.12,98.4879,95.54,1668574800000,679234,93.89,101.0016582050988,5.427702996092053,44.28777389631032,-5.116680578336741,123.7537999297418,79.77320007025818,101.7635
293,81597465.0,95.3654,95.37,94.85,96.97,94.03,1668661200000,632568,94.445,100.44241655008982,6.21500559910414,40.893200522955034,-4.965795065685711,122.01775324188846,79.46924675811154,100.7435
294,72413785.0,93.9287,95.95,94.14,95.99,92.48,1668747600000,553023,94.761,99.86946959099075,3.4732908331501386,39.83217613859715,-4.847627839925664,119.13030105264228,79.83869894735771,99.4845
